20
833 1697
96 225 909
68 762 661
50 16 404
18 642 216
774 581 143
822 360 787
122 83 317
75 764 486
504 729 107
249 182 547
508 730 548
811 699 534
686 625 842
641 225 939
98 463 39
700 619 371
701 188 648
505 536 363
220 636 911
687 626 609
811 342 736
596 342 589
35 278 245
426 180 39
446 654 144
233 290 818
372 183 39
58 615 460
751 99 340
477 818 258
673 239 237
256 290 400
192 647 866
435 136 345
178 510 305
752 393 236
554 796 488
656 601 422
192 428 414
490 456 13
150 99 623
810 60 919
58 51 869
93 37 562
459 229 27
574 508 145
231 446 739
184 584 961
610 355 241
142 238 681
203 277 530
832 335 151
27 356 421
523 780 460
188 335 127
734 350 345
337 741 257
441 434 648
117 408 792
474 234 672
362 282 585
762 447 618
108 604 56
550 606 949
229 348 298
738 533 799
242 582 387
547 523 960
707 425 686
269 234 996
807 264 979
517 649 207
7 262 543
80 492 165
809 147 98
607 488 8
300 338 646
814 193 498
832 122 367
197 164 158
340 630 32
507 704 279
193 65 717
465 102 828
398 246 310
422 625 855
710 742 681
309 585 739
542 669 701
585 638 679
613 793 815
298 198 822
257 308 768
116 791 694
513 243 972
500 812 437
28 113 160
293 405 540
374 765 17
115 113 898
59 273 823
745 413 419
212 283 84
491 277 73
353 805 257
276 271 201
809 545 651
313 382 618
83 288 667
232 55 30
436 784 796
627 683 175
403 284 731
38 505 590
799 328 365
154 636 433
368 664 544
530 13 709
676 736 373
316 382 531
401 170 398
736 215 328
729 41 832
396 699 26
402 529 324
179 599 979
358 84 25
216 152 907
424 518 148
826 466 238
31 622 920
761 128 924
73 471 857
671 290 411
650 344 918
350 65 270
204 676 509
254 670 522
223 135 329
615 256 218
639 675 545
52 34 629
322 674 725
714 592 116
364 21 564
162 222 532
800 580 42
157 196 353
416 251 344
192 305 40
126 810 265
54 100 284
766 187 126
120 398 927
15 310 59
288 247 690
792 349 86
714 762 810
546 170 219
727 137 606
672 279 14
478 689 53
337 448 998
358 446 698
625 262 763
726 700 665
45 86 729
743 70 716
460 802 948
540 209 740
827 297 368
277 211 373
536 33 912
12 758 206
489 431 462
534 249 977
1 419 387
148 601 28
222 332 727
61 682 485
442 93 60
676 466 840
83 726 881
606 719 489
515 671 60
791 769 751
820 619 420
255 113 631
547 175 781
113 699 961
105 821 977
657 96 833
35 18 395
23 468 992
819 224 339
783 299 879
167 121 896
132 412 246
823 52 405
236 16 240
669 691 841
129 816 822
639 794 726
269 798 318
176 249 917
357 365 501
773 289 408
396 826 33
483 571 978
251 832 255
383 571 808
212 112 847
511 138 451
418 150 227
94 21 129
245 411 96
362 654 318
422 344 82
786 166 551
240 782 306
742 26 69
230 93 313
96 259 344
73 287 418
95 218 302
437 498 450
783 640 139
523 642 636
467 223 32
98 356 459
327 493 72
717 684 259
31 600 98
311 608 46
775 559 800
304 435 725
402 44 341
420 754 875
62 42 534
504 515 804
324 743 134
43 415 90
378 216 816
402 652 618
828 113 221
95 531 750
371 721 817
204 293 219
530 571 379
574 107 988
372 266 483
828 763 553
233 132 123
39 663 192
787 37 133
318 313 30
462 178 946
755 307 275
468 22 70
704 826 674
94 558 20
667 576 142
286 215 478
669 353 955
5 360 922
537 203 976
329 794 336
733 644 340
529 480 594
355 789 583
414 273 844
537 203 866
687 171 286
729 456 261
513 307 433
184 367 504
422 40 568
400 70 10
790 252 76
692 197 240
438 593 975
583 333 79
277 827 300
237 95 254
126 90 479
238 602 700
540 717 802
588 197 162
810 539 371
450 89 134
728 314 642
493 10 35
435 654 182
318 630 633
546 110 705
101 526 105
550 757 447
90 310 308
581 688 305
359 123 278
690 18 545
769 160 267
683 60 316
397 336 311
171 677 997
434 734 695
590 481 285
211 558 56
22 259 69
443 720 824
155 709 759
749 120 73
212 502 620
365 427 884
492 509 730
100 397 59
487 408 992
465 636 224
121 230 870
191 241 335
516 597 831
150 579 570
172 129 569
605 580 492
789 429 628
172 301 640
516 66 800
749 585 911
669 328 843
526 717 946
619 79 173
375 549 513
166 815 211
132 497 501
88 165 1
673 626 666
700 396 792
412 285 554
620 518 81
177 118 915
334 623 990
456 30 200
681 319 196
19 597 258
813 158 648
477 447 546
106 804 767
820 721 455
312 21 245
750 617 997
63 248 42
512 143 708
267 123 912
684 287 674
492 683 843
648 647 521
482 149 76
528 515 895
577 547 340
534 781 955
161 333 888
773 126 271
310 442 629
630 21 54
239 278 950
242 551 291
581 213 886
784 483 393
212 689 117
693 85 951
630 130 965
739 306 658
621 481 908
133 146 96
624 129 611
302 219 293
67 664 286
803 393 90
224 359 750
451 756 947
74 12 726
573 537 12
2 427 126
9 734 484
81 280 303
783 389 168
751 200 194
517 554 623
710 699 226
714 190 384
716 404 914
43 89 302
583 68 341
665 217 893
697 788 598
387 236 879
477 533 383
176 75 271
320 61 384
583 126 320
357 507 981
366 518 199
676 585 131
126 334 173
121 548 724
451 21 271
833 264 799
393 490 652
465 387 60
83 290 877
378 422 348
411 639 107
810 450 968
769 380 430
143 807 774
321 406 120
675 150 956
617 342 845
639 350 934
525 303 60
193 33 303
433 767 631
40 157 775
806 439 14
157 194 978
124 448 734
580 167 409
31 619 703
11 659 334
620 821 244
668 804 724
89 239 522
213 750 750
169 64 875
57 668 270
657 603 970
207 715 59
442 460 670
795 781 599
5 276 155
179 506 829
338 570 651
38 562 771
598 402 633
99 484 711
715 474 538
469 136 51
815 619 87
550 816 595
161 252 127
423 115 414
647 296 734
507 714 707
389 658 855
157 148 620
314 19 922
233 92 157
772 643 651
716 109 679
70 548 651
188 271 693
740 132 961
775 567 908
493 456 613
793 358 709
635 244 659
743 511 74
449 156 465
14 662 269
777 172 875
832 480 700
93 222 523
732 470 918
417 459 619
115 106 993
49 175 20
381 8 914
761 237 581
264 527 162
809 542 383
328 67 79
789 803 669
671 603 323
636 760 800
731 71 295
111 590 503
560 589 13
317 703 328
313 224 343
762 657 501
636 657 77
394 548 430
232 60 92
563 763 278
822 1 976
685 804 197
496 9 797
665 648 409
430 541 504
260 657 43
251 525 520
792 83 972
245 466 1
39 327 148
161 136 230
702 825 305
676 807 779
317 646 905
3 26 645
430 254 581
823 668 394
200 51 444
397 298 364
689 482 196
8 723 553
133 696 471
88 393 854
30 599 386
474 806 652
211 202 156
610 665 494
76 383 729
70 757 366
143 456 291
18 186 933
65 369 296
685 441 922
632 352 695
25 687 591
44 681 655
483 218 245
773 645 244
37 190 827
104 292 11
489 668 404
769 361 723
786 552 476
368 569 239
556 251 172
169 654 733
310 237 534
497 294 571
77 307 62
610 271 300
768 289 875
724 443 438
335 73 622
151 239 120
806 545 311
446 302 800
624 810 312
612 121 652
91 831 877
375 800 579
508 74 344
697 668 170
240 566 724
725 112 192
244 11 956
82 1 137
546 784 19
139 164 666
330 755 323
820 47 326
489 548 677
78 644 796
573 456 727
99 727 621
2 292 918
580 43 140
434 552 624
11 552 364
200 117 500
615 768 876
484 5 375
766 75 980
369 426 200
824 509 960
762 519 870
141 588 285
628 591 392
2 803 480
250 718 381
791 41 722
97 555 695
737 63 510
791 46 930
773 344 449
339 782 922
271 798 707
818 372 953
689 107 232
565 131 342
730 265 607
193 724 737
461 105 238
486 286 515
544 252 779
321 576 193
121 27 258
52 195 700
474 656 989
751 394 561
703 772 39
371 604 601
464 522 642
28 200 905
769 164 15
402 590 311
289 685 974
792 797 553
37 547 652
369 400 15
410 510 704
826 124 383
125 9 696
381 268 512
505 448 869
117 252 591
539 85 919
566 501 769
116 23 164
589 642 649
572 658 79
629 827 556
420 750 656
746 718 893
206 29 469
750 570 361
489 705 292
386 455 644
704 87 858
19 762 148
822 196 477
542 498 705
691 462 966
427 406 177
596 377 263
82 51 624
146 177 815
85 362 227
314 545 774
769 578 842
411 672 401
495 661 552
380 536 699
352 796 524
625 30 964
285 307 661
97 659 611
5 130 796
823 676 168
218 803 392
156 184 849
633 196 994
713 722 521
347 494 396
46 348 503
516 542 57
232 803 917
357 614 308
172 277 510
636 475 664
503 178 145
575 628 542
739 668 104
592 778 962
787 210 372
492 560 416
278 58 26
788 73 503
419 307 836
666 12 500
258 99 407
203 82 25
217 383 587
11 630 212
286 365 229
389 415 273
612 446 141
390 294 354
531 471 857
407 142 367
611 336 321
782 607 745
393 763 637
231 784 103
236 244 389
605 507 425
390 200 320
254 564 872
55 365 231
310 718 563
694 41 37
789 761 739
655 351 683
21 388 747
258 82 12
432 521 862
112 799 670
531 295 707
102 449 46
672 691 96
694 541 102
487 645 432
701 808 104
330 705 242
371 245 58
830 582 825
314 131 188
429 569 504
661 631 191
226 419 587
402 297 375
678 450 461
377 735 659
352 20 777
174 213 472
419 788 174
339 360 750
683 527 488
761 722 535
369 449 327
136 460 789
72 818 292
189 14 83
687 411 859
447 387 190
679 716 467
513 276 900
75 85 538
605 155 872
773 181 631
448 247 931
227 479 444
4 501 630
515 301 551
460 28 651
184 608 253
596 200 231
84 651 589
382 356 536
326 259 516
283 235 512
452 7 125
456 620 943
480 753 915
695 128 730
325 695 524
127 592 965
28 726 455
370 719 633
140 230 758
166 41 700
401 217 327
507 169 788
706 726 720
163 13 790
650 221 202
500 190 604
645 50 764
314 640 287
793 825 692
431 301 181
762 796 522
278 196 765
722 69 581
390 138 57
131 134 301
321 218 546
163 198 953
432 526 104
777 246 808
338 284 465
255 68 115
697 364 535
483 534 782
327 357 858
310 321 824
313 725 386
423 692 244
354 572 809
398 352 455
344 108 160
565 666 5
735 101 698
509 693 163
437 312 275
409 503 776
748 568 849
768 173 833
336 619 865
683 406 143
749 168 217
55 276 554
93 29 69
126 559 375
368 224 669
67 500 81
480 164 72
707 450 410
417 549 283
475 250 699
269 133 464
264 98 571
167 281 763
772 590 863
590 434 225
348 608 521
348 617 871
662 316 592
583 477 419
463 282 621
824 744 70
741 820 858
424 270 529
714 100 583
825 555 67
681 697 576
591 206 25
764 735 760
382 316 277
166 806 560
466 69 490
80 192 315
410 491 86
317 31 446
41 405 909
330 155 993
681 193 230
503 35 743
375 664 396
30 407 360
567 134 873
646 349 994
89 295 204
128 351 883
76 344 976
433 462 434
385 15 311
673 237 814
125 656 89
370 488 950
66 70 22
455 24 850
514 63 793
609 687 323
821 406 606
62 820 121
387 790 521
177 58 701
710 477 298
281 150 567
348 598 838
352 277 529
282 687 499
745 405 210
295 558 756
540 3 194
253 236 312
351 822 531
531 521 332
250 95 964
742 504 796
41 243 914
582 668 247
565 188 340
516 117 170
98 743 558
265 353 492
373 91 175
498 285 823
24 165 992
315 461 816
674 831 314
274 464 299
612 77 211
205 595 638
582 138 295
386 466 489
719 465 580
390 168 325
154 678 536
183 296 104
713 35 556
754 531 570
510 380 396
288 307 386
231 469 222
558 570 586
405 343 520
33 179 322
227 732 267
763 295 56
440 35 206
779 18 553
36 446 321
420 248 962
46 548 968
649 18 105
427 344 815
54 386 159
181 479 600
794 106 428
499 375 2
408 518 235
376 515 122
223 228 515
622 688 759
278 643 157
338 650 396
185 201 538
268 99 276
616 818 870
393 300 897
111 75 777
554 78 268
664 433 959
666 566 734
194 153 725
513 556 586
257 60 462
106 44 489
728 452 601
433 706 664
124 719 571
196 780 900
206 300 167
179 394 274
561 35 113
372 746 696
370 393 730
11 798 89
182 333 43
875 1745
311 872 932
362 260 340
276 801 69
779 637 652
114 641 700
864 833 209
179 351 497
151 668 374
17 833 26
670 92 566
599 582 746
387 385 513
561 545 827
377 771 783
65 37 914
721 516 794
524 546 376
480 472 598
481 22 820
41 838 413
630 313 532
747 330 921
398 261 600
73 759 665
130 271 671
522 779 113
846 615 307
663 153 497
779 713 214
20 365 908
226 229 255
161 869 100
411 566 117
714 110 693
797 176 793
155 278 484
144 130 144
179 345 797
785 833 402
849 204 849
709 98 408
406 683 154
777 37 486
231 323 880
8 792 412
239 161 817
348 1 77
626 864 374
6 39 191
813 214 825
808 350 965
71 216 530
854 74 882
266 229 709
65 822 186
114 220 188
403 426 562
27 342 701
586 129 591
735 317 659
400 139 4
702 582 983
159 51 907
628 553 981
694 758 139
162 197 73
524 176 861
132 541 492
84 533 683
146 20 250
122 344 699
16 149 465
820 456 146
242 401 221
814 410 374
737 603 370
35 415 435
642 852 198
456 838 796
440 520 688
271 724 565
132 133 127
197 278 643
667 729 81
41 441 293
617 783 984
234 231 746
744 450 974
309 93 852
800 69 9
739 145 889
514 210 3
854 843 418
235 94 895
545 191 515
707 579 998
399 558 60
501 802 745
645 863 611
644 324 134
729 117 778
686 679 600
181 77 742
741 468 997
543 577 582
752 193 35
171 373 962
678 552 991
127 464 439
752 659 138
361 135 177
158 487 851
801 19 959
246 780 46
457 339 972
253 677 294
29 592 132
192 578 503
790 356 731
769 365 673
281 234 250
686 90 926
101 510 365
396 628 692
564 169 113
164 722 334
18 826 823
239 237 349
34 579 93
369 473 459
404 756 787
393 796 292
845 153 853
313 392 45
470 461 586
377 346 426
830 70 356
587 836 213
162 854 131
489 675 781
484 665 213
728 52 845
648 135 672
182 286 962
10 763 531
485 64 544
238 64 371
586 851 77
731 156 820
308 38 821
549 244 850
455 160 117
440 852 764
872 333 968
738 413 441
660 769 891
54 477 961
757 523 471
118 514 980
599 340 446
346 113 651
830 437 641
159 705 98
129 558 659
559 533 181
9 298 240
371 519 40
796 167 622
674 155 378
541 293 829
320 698 314
192 165 53
329 788 886
545 96 603
815 801 683
102 205 749
550 418 473
178 530 23
604 160 88
499 533 388
630 356 536
400 689 235
570 414 851
318 527 206
158 449 919
192 809 953
369 531 705
416 694 320
151 195 888
568 516 345
82 645 75
595 298 770
69 410 249
23 64 212
97 499 508
312 371 555
867 331 681
290 102 752
442 668 739
157 414 661
167 790 918
251 386 601
248 45 56
43 856 866
43 363 72
399 811 901
316 432 260
312 288 690
162 52 249
781 693 488
326 406 756
307 88 42
335 873 311
472 461 149
770 714 164
793 504 772
355 266 875
77 641 661
853 614 740
292 780 325
294 834 790
824 246 780
119 132 131
312 487 756
819 115 930
166 702 898
456 234 138
867 296 94
196 643 40
10 366 493
608 172 939
428 415 857
686 330 85
114 573 871
253 186 264
650 316 314
651 874 403
540 482 226
619 556 836
107 596 811
845 629 746
73 54 876
838 21 657
608 723 574
314 607 579
350 380 63
764 687 199
394 477 406
427 363 44
181 490 865
354 655 524
815 720 751
116 148 733
47 451 5
818 672 458
695 208 192
572 566 833
279 110 813
514 841 205
5 578 45
322 539 932
428 667 481
143 524 477
713 285 347
677 437 940
499 751 905
426 336 908
44 161 377
370 371 250
137 647 238
368 139 546
236 528 469
710 25 61
674 850 438
689 747 698
685 865 426
563 476 50
163 143 413
560 266 619
347 544 438
525 159 837
601 278 815
771 735 4
619 580 978
692 460 161
246 232 209
163 51 266
155 736 854
511 28 616
789 450 194
14 26 967
336 353 955
816 130 79
407 299 690
202 845 418
858 740 358
705 819 12
171 49 816
677 373 964
443 426 465
335 657 74
661 5 927
719 597 954
758 547 747
483 626 866
410 789 468
640 303 950
288 66 78
716 429 592
186 111 166
692 798 805
463 47 515
302 14 842
171 626 742
222 79 715
729 279 913
596 83 687
335 169 254
451 809 269
731 327 246
445 747 625
281 186 399
132 685 925
186 372 598
484 397 301
402 645 217
321 442 765
158 399 949
436 382 869
397 256 458
22 448 452
499 393 126
94 5 224
23 853 378
16 468 911
789 592 37
432 10 759
866 243 222
308 762 804
433 135 171
826 713 255
293 346 442
514 71 205
284 477 99
170 523 239
125 246 186
110 455 445
875 605 640
497 269 591
220 846 481
864 473 31
453 589 493
482 85 303
705 299 206
431 31 468
336 385 753
695 134 57
559 459 812
499 363 774
817 659 1
179 312 652
196 620 208
452 754 752
526 678 985
867 4 715
826 40 804
279 799 973
204 10 902
51 678 192
624 581 453
245 98 499
419 732 4
867 155 781
660 219 69
683 770 563
92 118 166
504 30 157
459 506 922
605 385 994
719 626 715
725 4 9
551 529 3
795 427 858
88 392 827
631 281 597
320 513 815
317 65 851
613 127 860
283 145 94
648 286 410
226 157 759
751 620 169
816 279 246
443 584 678
237 268 431
69 655 405
835 558 249
872 348 483
229 704 746
809 101 563
360 167 610
212 559 560
823 222 16
362 409 665
236 468 319
673 62 786
394 591 264
337 757 330
28 503 928
26 108 155
744 358 405
814 128 669
569 733 805
110 552 500
435 843 16
398 568 446
311 646 440
671 826 580
588 254 284
569 596 404
837 738 893
262 291 463
873 87 198
835 676 318
473 529 805
325 127 567
506 419 264
116 869 739
529 833 328
643 708 16
268 407 600
428 19 359
341 689 405
96 874 850
288 707 128
246 220 165
700 278 350
9 526 934
250 179 546
275 293 120
636 521 961
633 525 849
835 681 214
71 494 477
814 571 318
729 556 23
760 63 814
136 568 825
186 784 601
114 215 19
447 425 574
304 216 323
36 592 34
373 696 743
434 283 318
844 194 742
851 806 15
484 849 249
788 464 583
97 868 389
782 389 452
531 61 860
386 525 326
232 574 182
758 121 155
175 503 692
678 512 677
63 763 12
196 488 924
313 756 819
438 476 890
31 803 482
518 106 524
781 178 794
402 716 724
774 572 502
541 3 65
700 383 678
263 650 283
198 766 161
530 589 920
182 71 239
192 669 655
158 676 378
422 753 278
487 751 482
838 619 799
361 607 639
488 470 277
501 808 955
493 709 186
750 821 155
22 554 804
378 82 481
372 293 576
630 670 60
485 209 945
68 497 180
810 631 725
685 323 51
420 786 599
645 624 431
510 135 882
723 224 422
640 766 136
727 458 910
155 865 515
73 411 51
333 594 502
863 334 915
593 160 361
428 850 138
298 252 325
78 785 864
178 90 197
736 401 83
567 417 103
740 754 282
65 288 7
548 173 47
236 739 784
243 205 631
156 449 134
743 466 983
592 771 107
281 479 336
280 40 60
167 231 907
781 233 725
328 698 39
102 569 794
549 361 434
437 333 148
655 22 203
183 789 624
577 42 213
668 824 962
845 29 82
696 475 760
170 533 507
796 350 559
157 396 14
56 654 631
301 262 791
669 863 909
730 15 399
860 360 601
353 221 35
803 458 141
54 148 737
743 124 265
81 48 140
616 376 823
357 708 487
767 106 914
443 796 901
303 6 258
131 307 820
168 647 373
693 467 417
739 805 753
837 795 396
196 832 365
628 594 224
641 846 328
208 264 222
844 565 992
398 207 300
740 660 872
169 44 304
687 836 677
802 8 259
297 76 956
398 838 406
815 804 995
300 39 535
613 43 352
126 619 623
838 189 378
650 44 952
510 781 885
488 189 981
804 664 967
514 258 488
795 650 371
360 727 729
92 339 513
736 339 163
498 506 969
716 198 762
313 151 923
475 289 60
859 803 868
507 830 35
154 243 870
338 818 484
706 166 392
382 426 261
828 261 720
92 304 694
566 630 335
147 135 700
538 195 803
337 706 84
209 670 492
409 665 536
130 83 737
706 387 981
546 705 126
106 571 653
579 232 176
854 309 955
636 293 906
769 453 883
230 503 143
742 100 48
329 667 835
403 37 365
539 88 22
275 663 822
149 206 5
610 35 709
625 772 464
29 612 235
466 816 619
169 188 983
801 692 146
3 571 929
384 520 137
235 537 82
174 157 158
470 264 390
780 59 933
