8619 25826
4837 7312 190
7728 3846 672
1092 8321 838
6742 4078 -229
6651 6298 733
1037 2601 616
5116 1316 428
3976 7219 120
8332 1794 843
5288 102 600
7283 7267 278
3659 4943 -983
8193 3168 741
1756 802 -483
8576 8192 -224
7507 6713 723
4758 6524 578
3707 3747 885
1479 70 -567
7011 5318 -48
5627 1322 955
6310 4853 485
7272 7548 -874
5233 6700 886
5634 5495 -785
673 4944 864
1173 1539 559
2633 6101 -876
2910 1413 -653
1549 5148 552
7694 4651 -407
984 5818 383
7703 6426 -47
7966 4847 34
2043 2447 695
3457 1526 469
1341 2191 -527
5120 1407 -950
1887 984 -385
3528 180 -155
3464 923 -845
6312 7889 327
8347 7530 -543
2692 1934 -952
3408 3762 -627
1568 4042 459
7210 4943 -824
1993 658 39
347 6424 814
4341 1450 -167
5997 934 262
7377 1094 625
1638 4131 -836
1646 1104 -54
6586 5993 142
5642 4147 -68
4036 5413 -845
2908 8135 -990
7953 7558 579
7029 4106 -276
3838 2307 894
1908 6870 -535
3874 7465 566
529 5570 -468
2029 5145 -459
7010 4964 -932
1179 7434 547
2290 4502 406
751 5229 -68
89 3582 814
7777 6578 -81
3315 7305 -801
1716 7496 -756
4572 480 -610
4549 3798 113
6303 6125 358
7611 2089 154
1340 5105 239
4723 7504 813
8367 3866 -612
7786 6760 -733
6380 1977 -2
6050 7006 -144
2682 1625 25
7355 555 -606
6506 6136 485
6850 8353 888
6819 8041 -635
6620 1039 213
175 6020 248
4807 7730 225
2234 7265 -778
1838 7844 -68
6354 7614 979
4585 7656 480
4187 2700 891
4006 6665 -417
1974 1145 -407
1924 7786 733
313 3403 -187
4065 1815 -596
7568 2818 -56
7535 2041 851
1254 6016 -277
4703 6955 -67
6231 3378 -375
3374 272 944
408 8162 739
805 2103 474
6032 3776 295
6554 1892 -140
4701 1436 177
7060 6629 868
3029 4811 -168
4804 551 -781
8110 5429 942
6468 5815 703
7077 708 -921
4498 4848 348
4363 234 -920
2680 5954 -720
6078 5805 472
6849 5667 798
5348 7959 215
2908 2542 -905
4391 5579 -185
1241 5156 874
1029 6725 930
1671 4452 0
3327 4539 -629
6770 3957 -482
6413 8512 -4
1643 2163 880
100 5262 199
6662 1071 417
2217 5252 -275
5496 978 611
5654 4223 317
5985 2903 -198
759 5305 469
895 4465 65
3484 5870 -232
7294 7597 14
6877 3611 -453
8512 6273 183
5633 5347 -278
6065 4727 482
1505 7050 764
74 4667 -404
1651 8604 678
1943 1326 277
7765 5379 -897
4836 3215 -890
1543 1717 678
1184 7967 880
977 6699 -609
1377 6076 414
5026 1071 603
2243 621 428
6877 7398 -499
8210 8288 -347
6981 8151 57
498 4187 38
5790 1729 -926
4998 4649 602
5959 1320 940
7948 3584 -245
3937 4135 -218
3572 5253 -779
5454 6534 448
734 8304 -567
5053 5466 -574
5246 1619 -753
8118 3939 -578
1088 6543 712
5915 5759 16
4777 3805 -241
1376 4771 794
352 7755 -745
4416 6537 -585
5744 7026 -797
2395 370 251
5713 440 -231
6258 7725 -21
4401 2870 -401
5223 8522 -712
6124 114 -940
7230 4344 -399
6987 4955 530
6413 4104 487
8619 2699 -263
1742 7547 -902
5043 3897 -530
3408 3814 460
8199 2569 -805
7490 5881 161
7157 1749 436
4684 317 -587
1821 3712 -939
161 2520 -517
8260 6728 634
2662 1549 537
4217 8186 -607
2150 7101 -552
806 2248 -892
829 3939 423
2290 4134 673
8524 3276 -338
5608 5506 389
4474 6951 -176
7083 379 -506
6017 7109 183
2610 5326 -377
3746 4978 168
149 964 -786
1110 3325 926
1979 3339 773
5193 1054 670
7371 7551 25
1198 815 -739
8456 4942 -363
390 6996 347
4705 5761 -695
6692 8171 450
5752 4884 128
4141 5050 -420
7588 1145 874
4136 7429 115
5338 2035 240
5718 3734 -279
5208 641 654
7284 2635 932
4475 4089 78
6259 3567 -794
4529 4817 165
5228 4303 -760
6523 1880 349
1518 4767 -345
4724 3783 -958
3481 3611 -424
3142 1427 241
7088 3112 -760
6083 6297 -220
8403 6032 -337
5244 46 421
5313 7692 948
325 8604 938
4708 2560 102
3564 6201 264
7956 2593 -555
4199 8561 719
1460 1026 -20
2410 6989 80
1717 6607 -410
2419 3994 -871
7704 2412 -582
4558 5451 -927
7268 6292 -673
5785 3847 244
2795 4305 -535
274 5564 -78
7716 315 -465
1795 3353 -577
1143 3520 888
6112 5398 561
869 3866 -451
7431 5506 86
6391 5717 -376
4446 5773 307
1463 5448 -801
7382 1744 -181
7846 2557 282
3017 1363 -340
255 2356 -566
8378 2022 -776
2422 3594 485
5452 2166 310
1470 8513 -649
7409 4283 -844
4839 658 446
6146 1782 -151
7256 3450 -751
5834 4693 213
5723 4115 -787
118 4280 488
8547 3399 -82
1075 1924 101
989 6941 -905
1391 1442 178
7973 4649 -696
3238 1422 -65
6154 5436 -904
5143 8424 844
7768 207 -797
1835 2965 -534
954 1970 493
5603 5976 153
7457 3606 86
507 2024 729
7825 6346 -512
3452 7009 479
7326 25 -148
4096 2944 -710
5747 5709 41
1129 2102 669
1910 6380 859
4813 3070 223
7451 746 936
1022 2608 257
1924 3206 -602
6237 8140 574
4564 5240 -669
3352 895 945
7708 1560 -843
57 8492 371
6628 2436 287
1732 4168 -86
7941 5077 -866
174 1266 -908
1610 555 -946
3725 4634 456
957 3708 -370
2205 2161 796
6151 1348 -998
1431 2800 849
1211 8092 122
4894 7473 734
3997 4699 572
6585 7454 698
6012 2135 803
4146 4722 -325
5551 3023 910
3167 5346 -366
5413 4143 614
4598 2730 -696
568 7117 330
8087 5905 -990
6839 4929 -729
2665 7077 -796
6109 8557 94
441 887 -323
4798 7130 -101
3677 2144 -905
8228 2444 98
8163 1430 -571
4420 2545 -706
319 3271 -317
1007 6225 786
3386 8503 -983
7078 6532 693
3034 1681 511
6984 1168 808
6121 1760 132
735 6913 351
5696 7383 829
4753 2310 -947
3492 2070 -522
7093 5504 894
1121 6493 456
2365 7715 -288
6690 5408 -873
528 1439 -45
1889 8015 320
3126 7738 -268
798 268 143
5653 274 -931
7668 4379 -570
4181 2191 250
278 8450 -219
6935 5861 516
5301 5582 -942
6706 487 784
8373 4531 375
1506 7688 30
6741 1779 -682
2948 929 680
806 4548 -617
2872 6287 741
939 54 364
5383 2946 265
7312 8277 314
2528 7308 -564
5109 2794 -73
4418 7385 -205
7013 5745 377
7644 4753 150
4026 4486 263
5862 2626 220
1284 408 923
6005 3609 -286
6088 1960 -607
682 2855 665
4670 2424 -2
596 8356 922
969 7845 45
6995 2316 -971
611 7760 -144
4407 132 -884
4520 37 46
5212 137 572
5038 6222 -974
4666 5634 -604
1241 8389 -177
7087 8520 -900
978 2571 284
1455 5845 939
6290 2018 236
3129 6759 -705
6288 39 170
8040 6026 862
946 8297 -275
6226 7160 -345
3927 7709 -694
7735 1649 112
1151 7472 550
1660 5878 115
2567 8574 504
4899 4709 -443
2301 2156 -585
5581 2686 -265
1487 6904 -231
2432 2065 -408
1128 4790 -677
4665 3707 34
2237 5470 -834
1289 5758 -770
5693 2649 194
6368 7684 -699
5158 5573 386
6042 4815 123
2821 8095 602
6000 4199 -68
3773 771 -281
3963 8586 579
7005 4725 486
3279 7332 -151
3376 6624 -706
5173 4478 30
2146 5918 696
3135 3669 791
3216 7616 755
3364 8013 387
6952 6525 123
3903 1331 847
4163 1627 -888
5743 493 -216
6273 466 906
1859 1215 -239
5634 1202 35
5663 7876 421
5285 7248 -156
4220 7676 -235
2667 713 -775
4383 95 -293
3541 74 389
938 8431 1
6178 4014 -651
7854 7669 -990
1761 4213 -774
6257 1497 98
282 6181 889
1622 3513 100
5796 5527 291
4684 4570 529
4442 5235 -906
6189 5353 868
5527 4397 -897
5193 7622 903
8245 248 84
6060 6707 -607
7792 5464 -748
8234 8030 11
4631 5912 279
7983 5392 -615
1704 6027 -895
164 1890 245
8077 1424 857
2976 1268 -527
4743 5704 -794
5472 4476 740
1769 6256 -879
3079 6308 -123
2721 8110 314
8461 3635 -374
6423 8382 -851
6200 5471 -777
5460 1349 -864
6836 6213 -694
2256 8088 -802
1670 5346 120
547 4163 -700
8440 6729 274
4801 3274 -673
2546 4236 -647
2904 4141 844
8483 4608 -358
2333 8403 6
1289 1681 -349
2104 6855 707
8001 5470 3
454 1178 92
5229 7707 622
5405 8258 -440
4439 8124 427
5762 4482 -471
5509 1471 -601
501 3332 -514
5244 3307 -389
8438 6879 608
2964 2429 429
4014 3074 -860
4228 3568 821
4669 1352 370
6717 7578 886
6689 3696 483
5023 4092 412
5809 193 -152
4600 4907 -50
1675 2820 484
3976 8104 -822
2781 7932 528
4256 3146 -232
6107 901 584
6918 885 412
1425 2921 436
2860 5310 669
4585 2210 -568
6615 4422 901
3277 1850 -496
3504 1958 255
4301 7322 -783
1658 3457 -105
3043 6012 193
6554 7512 -790
5568 4026 919
6387 4911 -721
7867 8092 869
3643 2928 252
1604 2039 57
3813 3555 -582
607 7583 -280
5119 2313 388
21 8 56
8209 7621 -805
4360 6361 467
2627 3106 128
6070 4924 -969
117 3648 934
1209 2394 -977
5026 8041 542
4174 802 121
3558 7298 693
4286 7620 -417
6047 5148 -945
6493 1791 113
1756 7890 209
3864 2377 210
1123 2443 721
2086 706 534
6958 1135 170
7379 4060 -655
7061 5250 215
2021 6653 550
1058 1145 180
239 1958 -613
8235 6532 -314
8471 614 686
803 2667 -859
4134 6163 489
3504 7528 -750
474 5570 -173
8316 7843 -451
7422 867 585
6576 3776 -692
2871 8618 -888
2891 6858 481
594 8094 -473
2745 7813 -40
6952 3909 -938
1692 4680 644
1641 2307 -15
2925 2034 -455
1904 2603 -669
343 2727 777
7503 1454 -28
5104 4848 -920
1210 7816 815
7563 1651 -402
3305 7151 -831
8083 6096 561
6793 4943 -399
6991 2759 121
5836 5781 622
5444 5844 98
4107 378 886
7672 6874 123
887 2596 534
3086 2794 754
1959 1375 841
510 1920 167
5391 6974 461
4351 4064 -783
5147 833 -581
2863 4022 -780
3901 7835 782
7479 5792 864
1147 4421 477
682 2305 78
5657 8320 873
1352 7389 -181
4392 1312 372
3869 6922 508
1200 6492 791
4745 3715 680
3155 4905 555
4884 6333 603
767 3431 -128
3402 1796 -262
283 1610 -844
23 2952 531
4274 3238 -622
878 8146 772
1821 2084 -883
5205 6431 -282
264 4344 -107
5691 3440 -241
8432 2980 -120
7318 8325 -458
3205 280 -248
2018 651 591
1353 1725 -616
6352 5437 -952
4577 7914 995
1214 5258 -216
1639 5791 -649
6018 3646 234
3870 2433 577
626 1532 490
236 7607 -883
8457 5347 987
7804 924 -702
4244 2861 390
411 1466 -621
3165 7626 -946
1859 5301 -60
6239 4594 -621
5031 1784 370
1855 4136 -803
7178 4295 507
4883 5857 294
5196 6260 364
5664 2561 -578
3913 2228 -702
5377 772 -309
8406 1341 -209
5504 4836 -650
6270 8543 -506
3169 7084 897
7568 4388 -82
2334 3177 918
2399 8519 -164
3465 4785 353
6884 7878 525
5926 2789 -940
2552 6255 566
5742 4075 -520
1763 6584 380
870 4247 -416
1553 7978 848
8038 1324 -720
2506 5716 -597
1558 738 625
8493 4878 -760
1312 4479 500
1378 8235 -163
3179 1620 51
2451 6284 961
4912 6495 -943
404 2402 377
6250 4676 368
2093 5809 -331
1546 2969 520
7832 6219 -105
3125 5700 320
575 3479 -364
3583 3737 -369
557 5381 -777
8257 5362 887
5533 8413 -174
3659 1368 964
4886 8074 -531
4089 5092 -215
1717 1374 -692
6411 1710 -406
7097 1153 -39
402 7386 -27
6579 1422 -169
3464 4554 -793
8221 3589 988
7491 2526 301
6461 4434 857
5810 2408 127
8173 614 87
5330 8389 605
8047 3956 650
8130 3632 520
1223 3522 879
385 2493 344
4025 4402 852
3172 6159 859
3942 7859 -837
5066 1259 538
5607 4493 -838
5402 6260 -217
5687 4536 -794
4350 8590 -651
1220 1917 994
6372 7533 396
3860 8148 196
2380 4784 474
7902 1614 -321
5032 6630 -351
6050 8276 30
2947 7331 -974
2163 7386 -652
8325 665 998
1859 2836 -450
1922 1874 -429
5340 3453 510
2236 7937 799
1218 1781 -368
3996 3832 988
6623 1142 36
2957 1463 438
5470 618 863
7192 5732 579
4203 4212 166
7943 787 492
883 1027 -150
361 4141 932
5557 1405 617
2184 5481 -356
6756 7634 823
3701 1239 -621
1848 8600 208
3905 5035 1
5890 7175 -52
4922 643 339
884 6753 -629
2251 5524 -205
2452 4206 484
3841 2037 445
3856 6671 -168
2886 969 -607
2409 7944 -153
3676 3562 -684
7499 3514 -259
2834 504 157
880 2308 9
400 1523 -547
2337 4199 965
71 5192 -568
1553 2418 -517
1097 6274 8
7937 6603 202
873 1006 -754
302 2038 758
2924 5041 -185
1610 3875 502
4800 1733 -171
7221 3319 -865
3692 8006 -633
8135 8020 -732
3432 8601 -532
5603 7704 115
6829 4981 766
2149 816 872
6241 63 687
6478 6202 879
8588 3272 269
7677 2950 466
2153 3440 -646
8118 6127 527
4201 2379 -218
2348 985 -932
331 1883 -667
8126 4406 56
5355 5755 -975
758 7183 -605
4380 4447 716
696 2404 921
5820 2932 415
6268 541 -524
3239 2387 996
2937 1977 375
7621 3287 80
538 5278 -138
3961 1940 73
6166 4087 -22
3930 1733 -273
7919 7878 688
4916 6999 347
7889 8583 149
1040 176 639
847 8236 746
7629 7908 845
4488 302 -280
7416 5777 -516
4343 5792 -170
2804 671 -443
7591 830 -570
502 5454 315
2524 6622 439
5414 1875 412
2972 2543 -192
1437 1784 -527
7505 6960 -570
3262 1034 847
4179 4325 177
6617 1726 -388
4585 3282 971
1862 2890 688
4877 2491 -374
14 6897 -853
4947 1812 536
5354 3813 991
786 5336 684
5489 2589 352
2626 4847 -324
7751 766 867
4869 1215 807
8473 8409 699
387 6596 813
8499 3018 516
3759 3973 379
2253 4847 -300
4859 2353 968
5092 8250 -116
6924 7631 628
6001 7167 535
2759 7954 73
1941 563 351
4013 1884 387
6361 7439 -499
472 5312 -732
1719 893 -977
5830 6227 -908
4118 5589 166
3052 3252 684
3234 2006 263
3476 7554 596
3476 6052 -526
8450 1475 104
6133 4237 -864
7937 4103 363
1857 6649 -129
2373 6962 -584
881 4601 690
5330 2302 757
5778 6383 370
4142 5175 -659
2092 1370 642
4501 5526 37
5173 5759 -826
2397 6254 145
5316 7163 -107
2909 3527 -592
562 1113 995
4613 8521 -114
7061 103 -121
4427 6549 964
1447 4707 571
7886 8168 610
7381 7548 29
4756 4271 -944
1845 2792 -807
4475 4166 -667
5809 5422 -105
623 5449 -70
5603 4287 -699
1745 7241 238
931 813 -34
2046 4029 -196
4139 371 617
2176 3139 388
2693 176 319
5539 5095 223
8449 2556 -858
2739 6961 945
385 7366 -837
7480 5945 -174
8168 4102 -2
3616 7379 349
5540 7669 17
8250 8362 -934
6381 7640 -466
2130 2882 -869
25 753 95
4111 8038 81
7878 6725 739
555 3591 -162
8420 8087 939
7767 2964 612
4510 3109 949
1027 7857 -222
5976 633 392
5808 4096 777
72 1334 -492
6871 3009 -73
6272 107 -320
3001 2123 -975
7082 2407 -336
942 7419 246
6151 7767 -349
3806 4494 212
6323 960 861
7037 746 -532
338 7884 -872
8420 3562 -419
7274 7874 -498
2175 1420 -44
8292 79 -598
3011 7709 916
2247 4746 -608
2109 5692 373
5233 4784 -990
6962 2382 494
253 7127 88
1432 1616 -650
1761 550 544
648 2997 167
7496 5403 -517
1715 3908 -352
2040 8167 271
3566 1886 -587
64 6639 -20
7041 1153 -88
2676 5644 449
3354 3824 670
7134 4112 -541
1890 1829 95
4411 437 632
4474 1236 -736
3665 7024 -286
3036 5969 857
3075 2431 359
2091 5606 607
6297 3406 -356
2752 131 948
782 632 -986
6144 2437 -34
8359 4023 96
5775 3313 -685
2457 2748 -311
7517 306 432
7021 349 498
3750 4839 968
1942 5942 -391
309 6484 741
576 4878 -837
2142 2030 -882
8446 1780 -553
5666 8298 912
2488 6910 -356
1325 3175 -889
1646 5134 460
3840 2131 -604
7135 643 -296
5690 6347 375
4430 3359 662
7731 4192 473
3064 8437 -895
2083 7657 934
1447 4850 255
5765 1116 93
4808 1945 642
6661 7679 -865
1252 6330 -478
453 7078 605
822 2317 479
6580 4737 -197
4622 2816 644
3714 1247 406
6266 1634 -265
4919 295 -949
1847 3113 -689
6257 2163 548
2239 4973 -530
7087 5776 -796
8327 5648 367
1331 7145 305
4725 1833 -490
5189 1255 349
752 3312 51
8217 5721 358
3732 692 348
3118 7863 -180
1506 638 -394
7716 184 -532
2366 4957 -30
4154 6274 -225
6938 3747 -521
8279 4719 -296
3070 873 -625
3073 7470 487
2669 1918 90
5939 1595 424
7513 5554 -921
6783 3686 -681
7988 7802 -799
7127 7683 -345
4398 8128 793
1164 3736 12
4420 3643 -237
7449 7071 939
1503 3112 -410
2762 6266 185
8375 4814 673
4302 5236 704
5770 4104 785
433 705 -143
1069 2996 437
5796 7360 407
4996 4389 -784
5866 1580 -988
4524 2533 -408
6212 2262 -589
4051 2046 758
7671 5700 -664
2862 926 -335
1945 4776 30
8084 8324 -657
7946 7564 545
381 4920 287
2573 424 988
1589 1045 -745
8572 8043 411
3015 940 640
7896 4472 368
4124 710 933
4630 411 -168
1320 3171 -650
8252 1404 -100
1743 3460 -561
5032 2842 -374
5866 3385 -268
172 4563 604
1538 8013 779
4124 8613 -517
7909 7755 820
2299 1092 -811
3280 8019 365
2738 8539 -399
5369 4597 -292
7013 5836 -998
3970 3661 -57
1194 7117 -712
1880 4863 -842
4754 4239 47
3044 1269 -467
8374 7514 -785
271 3268 348
1901 2000 -329
2761 8241 98
224 8360 -347
2118 1589 291
6170 2688 -992
938 3034 -397
1441 898 -317
194 2642 491
640 2496 146
3808 5493 -243
1155 3373 -650
4681 362 -61
594 1571 -466
6148 3029 -548
747 2613 856
1222 4977 673
3047 2716 866
7845 6995 -326
5211 2018 -563
1843 8132 -697
6645 6579 -919
811 3623 757
22 8414 588
4507 7273 178
6303 2431 205
872 1212 235
7399 508 545
5826 6988 494
7501 5478 677
8078 160 280
1267 538 -642
7387 6070 547
6211 6178 -219
5977 8214 -103
5213 1740 -917
7397 4026 44
8407 5988 -417
5885 754 68
5860 2643 54
7074 7115 -413
196 7718 687
622 3899 -445
5624 2587 -125
5434 6487 558
7038 2857 750
7762 1235 448
5357 6407 -908
1921 6548 -639
6339 767 702
3495 3148 644
5957 3389 546
493 4599 100
5107 1818 -693
1656 3143 -402
723 476 -953
4739 492 971
4609 7703 139
3185 7151 969
6334 3993 330
5258 4747 320
1585 2259 -765
3522 95 534
3664 6406 301
6571 1017 -868
964 320 815
6103 3997 506
4737 8272 291
6395 1898 -206
3506 6551 -113
8063 3691 802
5322 5282 37
3460 3910 -680
7399 6229 -944
5383 2758 -993
2586 3519 965
2828 462 693
3941 3900 -67
4003 7237 454
3133 8382 801
5218 8320 246
4744 6551 177
5029 1064 -423
7414 4887 -186
1083 5226 52
6072 2996 -41
4882 532 -608
3267 8279 -448
1978 1500 -891
6160 3232 -904
2637 981 2
1026 8183 321
6240 5844 -41
473 3340 -512
1925 3812 863
3222 3128 597
2222 5250 665
5652 786 -710
2263 7985 831
2626 6658 -574
4444 2755 622
3842 6219 266
5702 5474 -964
8185 5953 776
2854 4903 271
6075 5489 -1000
3725 2266 121
3372 1531 -19
3890 1168 439
4213 6045 -623
4376 2930 388
3927 680 905
943 7752 744
1859 6748 411
4633 4841 720
4867 4861 62
2611 1032 -533
3579 1280 223
2106 3849 -576
6264 667 806
6872 383 -751
4831 801 141
2920 6562 4
5113 1358 -636
1710 8554 -605
1131 139 515
1519 6811 920
7732 4642 932
7350 7205 -386
4823 8449 -858
2226 1127 -872
7377 1670 -170
6038 3766 -189
8455 7082 619
1355 4626 -175
1661 4895 -977
5799 1349 -551
3086 3048 -948
6449 6852 906
613 827 788
2414 1433 652
1030 8240 749
8362 6806 241
5785 1846 -194
7426 2786 370
6113 8468 14
3837 4252 -92
2265 5126 576
2225 3908 389
6240 8104 -659
7847 1204 927
4324 6215 828
6247 3725 714
1366 3062 930
6036 3710 -280
5007 6470 -358
2821 2242 112
1128 5921 -341
2006 7401 -821
3942 8342 -644
3238 4911 -207
1782 4473 430
1492 4569 445
7480 2385 159
4502 655 130
6477 2928 -705
8478 3471 593
568 5586 49
2287 1283 -785
7133 4043 868
4063 5594 -950
6688 2915 987
6907 4328 -651
8482 2349 -312
3536 5969 -363
2209 1687 720
7716 3252 -419
3521 3286 714
5953 297 582
406 1113 544
8564 1834 141
2203 536 -23
1741 5561 -21
8107 1867 -76
5701 1898 143
2855 1420 310
2736 3902 270
88 4361 -559
1882 2842 186
6122 420 75
4137 5537 679
112 248 -939
4738 8146 -419
5927 786 -290
5591 1194 650
6395 3378 657
1534 5796 -97
1049 6265 248
3487 1195 880
519 6345 483
5616 7154 622
7959 6438 255
1215 4231 -320
1406 2428 869
27 6805 -846
1668 4346 145
3938 535 427
6507 8136 -178
6438 322 520
6331 4538 -553
473 5315 755
1396 7652 768
2551 272 881
4897 4607 865
174 550 141
450 1745 899
1233 8415 929
3177 7605 198
743 6018 343
4013 6045 -46
4026 3795 -596
5286 313 644
8162 8399 -867
1806 2933 -254
6385 89 426
4154 5395 -220
5440 5097 391
761 3600 -372
7203 3983 -962
1348 8306 -161
4106 2152 601
4964 419 -95
5520 2901 -990
4694 3147 -259
1760 5896 683
2004 1191 -868
3326 7126 -935
37 3809 -505
3937 3010 -649
5474 1963 432
1392 1155 816
7309 2302 -642
6744 2806 288
340 967 974
6768 2841 930
3784 188 -6
3844 2470 -374
5728 4829 131
2488 7999 973
4114 5929 -213
3497 1370 -99
6275 560 366
7717 7665 928
6403 1453 -317
3949 5257 -418
474 1732 322
8267 533 131
8591 4662 589
1345 369 971
5636 5958 158
8469 120 -656
3821 8269 117
266 4388 -758
8289 4118 -498
5654 7878 418
2772 5782 -901
1264 4876 615
2877 7784 45
4743 4351 959
2113 5418 268
2037 4784 -384
1542 6872 -280
7747 592 -411
5961 3717 493
1462 2374 -847
6481 3640 -110
868 8483 -701
1512 987 841
8180 2052 119
4427 5559 230
560 783 -480
7435 4417 446
1221 296 -894
3689 4160 -2
8031 5566 -448
2969 3287 700
