8635 26734
70 8479 -656
1965 6425 -217
1503 77 632
3965 7030 -34
1850 1195 -930
95 4979 818
6534 1924 737
1636 6348 -209
1753 4206 149
675 1028 643
8558 6007 -808
7441 7148 -459
5554 4925 -291
419 3163 -797
7842 2139 -298
7650 6644 382
6711 1070 910
5147 2978 -555
4492 2421 769
1626 5011 -418
4414 1055 -473
6696 8048 -727
5040 4433 19
3964 6420 805
5405 3801 -171
5523 6063 -710
948 7763 -114
1888 8259 -376
5508 137 362
685 4455 58
4007 2859 91
1792 5504 -477
6949 3144 -398
4473 6663 -917
6202 7604 -132
4691 5015 912
378 1799 388
1537 8518 -443
4710 3746 -713
8021 4914 -79
6961 5109 -148
7345 3930 -40
4425 5184 752
2682 4183 -424
8194 2403 -793
5012 7452 -621
3160 1008 829
7719 3970 -766
5930 3895 -237
2276 651 -364
612 5614 62
3829 5503 617
3269 456 -930
4948 7247 133
1465 7212 104
877 7721 559
5243 1012 -204
6089 4690 -549
7047 3846 424
7743 852 -612
2831 6726 282
1291 229 -170
7485 218 -977
3926 7034 -195
7009 7014 126
4856 3357 267
4056 6127 -348
5761 3024 -926
8116 4179 843
7681 3743 -399
6699 8028 862
5334 7123 806
328 1435 -587
7104 3420 -376
1258 5011 -118
2518 2874 -777
3528 3415 489
7640 6792 929
6594 4693 497
7921 3353 35
8116 1624 855
1107 6919 660
3158 8248 57
8624 4485 650
6259 8026 55
2443 3685 -289
6464 3610 -325
6178 3970 -961
4834 7472 -911
7906 934 -413
2009 6444 -619
7126 7270 523
6094 908 -974
6233 5279 -395
4615 2813 -912
4942 7046 -41
1401 3238 -913
1369 7246 395
6282 3895 510
584 663 779
1233 3408 -873
8199 5376 200
3726 3218 882
6632 3801 470
5677 7639 598
6193 7203 863
1018 681 -61
3342 2755 416
4883 690 -525
8147 4287 -609
6394 360 961
839 3262 -397
2230 7300 -961
8389 4544 540
5917 4456 540
4407 1600 -94
6914 312 871
4396 3897 376
6546 6808 -679
1078 92 -475
5251 3852 -101
6638 7915 601
1131 4803 727
4536 688 -398
6221 650 -435
3066 8194 -554
3646 6345 -174
4806 4031 -224
1928 2272 632
3373 5025 276
2717 8379 61
6890 5238 -385
6973 2090 -852
3947 765 661
3115 684 -824
1023 8391 129
5845 7849 -86
3089 3038 -98
6780 3729 941
1338 2882 267
7175 3846 -851
4529 4674 -874
7120 1311 -797
6034 429 430
1087 5477 -965
5080 8313 -609
5656 4843 -855
3711 6134 -328
7610 7441 542
6265 7890 -102
6802 1876 -272
3601 3709 -499
1018 7205 -779
2811 1286 -309
8198 568 605
233 2093 398
3840 760 -571
5236 8097 322
2216 7426 750
560 3863 28
2435 4580 -349
2016 6045 -901
5133 6529 -544
7639 6695 843
2551 1208 485
6070 572 355
5022 1001 727
4975 1216 -449
4665 8588 -530
3833 3893 -154
4809 7012 -745
5189 4368 141
2497 2055 987
3427 7601 -877
4269 923 -594
2719 3638 678
4605 5768 583
2254 7931 -875
219 4948 -635
2773 2843 -740
1041 5296 -844
6396 3548 -419
1807 2165 -393
1396 3692 424
3975 6944 360
3793 685 -910
3942 104 -693
2875 3191 716
1149 2908 410
2007 5675 -206
1128 2305 99
7339 2244 -316
4319 4514 -446
1984 5811 984
2125 3691 -214
4846 1702 -77
4377 2470 803
4220 4345 -50
2516 6924 -369
8026 5681 -896
2342 6416 -322
2189 1738 -948
908 4928 -332
1437 2344 -974
604 2983 785
1182 939 4
5378 1948 233
8607 6591 -688
8121 2833 540
2951 6926 -247
8170 8536 -284
3606 8606 -412
4489 1083 877
49 73 311
5684 6456 528
2637 2285 -184
3765 2685 689
6085 5901 -593
7637 3402 -755
3250 3395 -28
2641 334 210
5444 4613 -668
6793 118 111
2044 5408 862
6222 215 55
4116 3804 808
3316 3119 504
1253 6342 -967
1362 7024 552
5776 828 -901
4854 7942 767
6208 3367 -532
2540 3222 -269
6427 6495 -827
8439 2419 451
2930 8506 -977
4530 3487 575
7013 6072 920
3324 3279 907
775 2232 619
4255 1190 -369
2173 1319 140
4170 3786 -766
7207 1972 984
2998 4921 -884
207 4984 -986
3057 5947 206
3133 7602 -428
4130 3877 949
8454 2904 87
2487 7843 -224
6529 2486 878
4914 6889 97
891 7969 -979
8136 1415 -920
4187 4242 975
6980 2624 240
1076 8285 -241
625 7257 -956
8130 296 -401
1774 2592 -274
2070 8146 401
7094 736 -816
2981 5610 34
3927 3878 380
6495 924 19
852 2994 -37
6460 7684 475
6040 1018 202
5044 178 -865
1422 4530 864
5564 521 943
8085 5075 -285
4929 328 -748
5798 117 444
5074 388 -246
7971 8457 -522
6653 6124 -324
4890 1182 147
3594 1329 -790
6401 3138 854
7578 7873 -562
4348 50 -588
7315 5497 -402
3094 2694 42
6284 2054 -42
7378 3403 -342
2602 2137 482
776 5505 655
2050 2157 468
2227 3510 466
154 5036 -975
5636 831 97
7603 8168 -1000
2761 448 -834
1344 2150 -110
5529 2378 606
8511 3358 878
8325 3615 -932
7887 1983 555
7181 6248 80
7995 8339 -823
7134 877 -373
8527 7553 704
3382 7804 -188
978 7938 -161
3937 5860 -57
5128 5606 -907
7077 6598 327
3405 3556 -951
7520 2558 717
4691 8460 312
2213 1241 -140
455 7482 -86
6374 4552 -754
5290 1308 -211
4003 7113 -155
8067 218 291
5769 851 -673
2556 8278 160
2509 6316 -361
6631 2290 306
445 2825 822
3514 6465 830
3695 7094 -684
2075 4485 -133
3684 4607 846
6695 5964 -735
6783 5303 983
6364 4910 -850
3508 5820 -69
761 1487 -566
7211 7545 473
2682 467 810
5353 7907 701
775 4669 -289
2667 7115 -332
4930 6214 717
1445 2969 599
3110 3979 -31
1169 6505 -999
8048 4883 469
6355 1510 424
3303 3302 -442
464 4175 453
2160 8112 100
979 2898 -657
1425 5818 52
39 4334 -627
7708 2052 -79
4941 2713 -962
6900 6527 -632
4161 7319 409
1457 4023 -296
2538 7483 -70
4756 3479 -396
1414 6231 -217
2524 4772 175
4005 3700 -532
6530 4944 -797
3742 4427 653
1692 5565 -616
7403 4209 -274
6651 5091 318
2490 7333 -116
5078 4575 840
5676 6536 -854
6400 341 987
1962 397 -650
4719 4225 -608
2131 3353 582
5933 2585 62
1645 5753 -854
2376 238 936
27 1026 710
7156 7278 -188
2425 586 851
3842 7649 -327
843 6164 -208
6498 3182 -715
482 8285 509
8541 3284 -733
2132 4847 -986
6758 5159 191
2913 5043 -211
6735 8457 611
4552 3493 -597
4165 5763 690
8363 3501 629
4385 4152 -11
4597 6760 -464
3034 2712 382
4141 1863 -7
4280 4610 -188
3735 6377 961
117 6637 -39
837 3878 -904
2306 5041 147
5234 2796 -349
4542 7372 -419
2777 2004 179
513 4636 -967
5422 6796 446
6382 251 794
8505 3811 870
4056 4544 568
6497 3247 238
3285 2309 186
884 2734 -597
5252 3490 -651
1034 4456 471
382 1827 -888
8531 1102 -969
705 8450 484
7583 7140 -433
2786 2864 458
7446 1905 -442
6026 4588 86
3389 7916 -353
8607 5112 -409
4094 232 -488
4125 2011 828
6930 5831 968
8118 5147 558
7092 1795 -603
7240 5548 -224
8088 30 -593
3334 435 -698
1355 5630 594
4564 2118 387
4864 5340 -404
7430 4294 13
3644 1546 357
7466 4651 43
8352 4602 -613
6754 4000 716
2982 5422 564
5701 5473 348
6890 14 -359
788 1176 327
6317 2384 118
3917 3969 507
515 10 527
6732 6924 770
3427 4627 -433
5152 7471 -25
6217 4077 969
7540 5714 364
386 916 497
3891 1526 -869
3736 692 -732
8552 5764 -931
973 34 604
4496 8032 156
3424 4147 664
116 2630 -769
8020 3799 999
5202 5793 -628
6096 2156 -124
4112 3534 48
1641 1249 635
784 820 106
5553 6816 -235
7264 3379 413
7979 6799 -679
7181 5306 -98
8135 6436 846
4571 8517 -199
3982 8463 -488
8192 2755 710
7638 1257 -941
4524 8573 -230
3227 3040 -295
4084 2131 -357
8449 4359 -426
249 7224 -302
33 8560 -511
154 4358 -70
5398 2369 -366
6702 7170 -515
6507 1669 55
2285 4847 -487
7468 1579 699
5265 7658 245
2098 7411 -385
5206 4674 -673
8357 5174 -477
2967 8496 -890
6483 4899 240
8505 2862 307
7007 6594 242
5514 6556 550
5109 3668 -52
974 2948 -592
4738 5890 871
2762 1379 -978
5623 8500 -503
2292 5621 -765
7139 1710 -508
445 1911 -447
302 7042 -915
7797 538 235
8085 4426 -528
854 463 -201
2308 7489 -418
7913 7980 -864
760 8318 482
4870 3782 857
941 7537 -79
3415 608 493
2142 3854 308
1047 8591 71
8147 4111 -18
1052 3873 996
7484 3095 908
3215 5323 -257
4693 333 981
792 1026 746
4166 5490 -379
8217 6311 -454
3738 1346 -764
8278 7973 923
4408 8108 145
3874 3605 -219
3632 8108 766
785 5518 -963
7261 5365 -178
2723 4818 584
4548 3072 444
2145 2472 -636
1598 2625 518
4869 3437 -281
8322 4412 110
1139 4652 -702
3309 4388 95
3978 2768 -810
2972 4213 -155
5366 2008 239
1021 248 -414
2510 1009 899
3235 1093 570
1578 7318 456
2125 4856 -189
4499 4880 858
5482 7482 -257
3981 7417 -304
3180 5109 -489
8156 5405 -771
206 8365 551
4819 4889 93
1143 2976 877
6981 1547 29
4855 7787 -222
4221 4040 988
3485 1650 -819
2637 2519 -4
1731 3826 -11
4127 3372 -230
1548 8536 381
4139 1392 471
7515 8024 834
5241 5117 -621
6933 6877 -828
347 4263 -652
7212 1340 -360
6324 6503 439
6642 2842 426
7455 8625 198
7574 1295 197
8357 7671 -688
8232 7225 -617
3474 6989 -796
1999 2336 -156
4531 5161 596
3740 3939 649
4021 3591 -54
2121 571 292
2699 3497 -592
3711 7400 330
3000 7493 671
1430 2106 865
2786 2680 -247
4086 153 650
3450 7317 -112
7005 2949 -435
1375 6109 -560
7120 1308 -193
2242 776 559
5917 8098 559
33 6530 -295
4561 1709 451
7348 5816 -453
6240 8349 612
1078 6824 813
4756 4664 -64
6592 5338 -669
3557 2419 -93
6422 388 291
3966 6908 947
4204 8333 668
657 2272 963
7690 6351 -434
5808 5415 -541
7420 7495 -12
4292 1616 774
4641 2412 171
6518 3720 -716
8013 8548 774
893 3385 -257
5227 741 -323
3023 5989 418
1326 4528 -326
6525 4761 562
2871 3216 -61
603 4482 -633
1815 5041 -128
5484 66 -364
3096 399 512
7846 8410 -509
3478 6806 -675
8431 6059 720
6195 2169 251
301 2979 -182
7614 7983 -598
5707 5021 878
1986 5246 -429
6235 6664 139
4773 442 25
7084 5116 -946
7106 5617 -820
8500 8210 476
1073 2957 -655
4893 4459 -367
3651 5913 742
8068 4110 -391
206 1706 -593
7857 3473 827
8508 6847 498
5298 2683 -109
1115 5890 953
2942 377 -237
6383 7529 955
2885 499 303
6414 2465 916
5492 1734 -756
336 7980 456
4098 8350 -363
5357 6458 -137
7850 6725 -433
7524 5477 -919
6208 6069 404
3740 5852 733
5188 6255 -759
199 3208 374
2923 2679 -236
3864 2927 -384
8363 5002 -703
2017 7713 -279
7432 7332 625
4732 1381 22
4222 2002 -86
2053 1884 -299
530 1211 681
5273 2622 661
5261 8567 -889
5506 7219 626
5963 7699 -24
5183 7985 -219
2064 5479 -630
3885 2851 -988
6220 938 -644
4324 3346 -544
7816 8183 602
6666 3664 -49
6184 19 451
7342 272 -713
378 5913 874
3564 7501 553
4713 4847 -772
1181 5341 -145
1514 856 -264
4867 1101 -852
7062 6925 722
4693 7616 -947
2459 1664 -532
609 4413 892
4515 2272 553
6516 938 188
5255 4276 126
3442 7845 -546
6213 2774 -398
3225 872 -618
107 3800 278
5406 8102 -629
2837 8407 -284
4940 4032 803
6688 7287 -510
3087 6180 -479
7410 3776 -78
4533 2860 -73
2587 3694 -690
668 3068 -830
4015 5667 791
2596 3086 -336
6787 7980 975
8429 5649 -661
3458 2100 173
2539 2381 -808
2643 6779 873
3457 8108 446
1618 3717 83
6811 6074 812
1479 300 -999
8602 4699 -572
4194 3027 -888
342 5155 -406
7349 2088 -590
6477 1917 363
4599 8207 -580
1247 631 -43
5152 4219 885
7353 6164 -548
2970 3884 -623
5775 1026 56
2098 690 -390
5052 5455 -748
942 8043 876
2774 1952 332
3607 5027 620
8003 7979 583
2697 633 413
5216 8524 256
8378 2407 -527
2295 3331 -215
6943 5216 698
188 1074 -200
7572 5941 584
8144 2980 230
5165 2872 -978
6695 2495 755
8002 8066 -557
655 5037 804
289 7384 175
6144 2405 -712
5588 3226 -97
7923 7371 144
5487 8512 -876
4489 2633 -344
49 33 -623
5751 7899 -207
8078 7195 945
2997 3809 -64
1751 7943 -396
6743 5171 100
6824 3959 -54
8218 6505 -588
706 6548 -292
7665 3073 801
1457 1510 -418
2748 1630 -152
2320 6435 274
4911 6805 358
1993 423 147
3531 8612 -565
6025 7928 -878
6389 4286 90
153 3281 502
1669 4460 342
3112 6005 -293
1506 245 428
3627 603 -416
8497 4804 990
5083 8587 -559
1577 2334 -21
2331 4492 -806
4936 5575 652
8247 501 -833
4186 6244 -948
1691 4343 -858
5862 1088 121
7244 6506 585
4901 7951 957
3844 7034 -276
2455 6593 511
5285 6050 -499
140 8168 -901
2259 673 -176
3664 7417 270
6031 2197 229
4749 6764 722
4864 7424 -340
7385 7531 183
3044 1662 677
4511 6176 -592
4782 52 -496
5783 465 -472
5718 4430 731
8290 1972 145
2838 272 896
5619 2281 -583
3456 6690 293
7278 7024 875
7146 7538 52
2065 8479 -407
6409 4316 175
2286 7332 -630
1876 1292 737
3167 5066 -696
6682 6305 -890
5558 7223 -448
5087 5692 -165
7187 1609 159
7063 1883 54
5801 6237 -9
747 2926 329
471 2413 982
6232 8194 767
3339 7648 -232
4788 4215 210
7151 2090 -551
3710 5666 -804
4050 5704 370
971 2690 153
236 1582 383
2190 991 0
4235 7405 -885
6910 7564 -860
6639 2819 91
6501 2946 -225
7339 6251 769
3530 1642 334
5716 3857 322
7617 4792 -225
4039 7057 249
7520 5387 -344
71 5088 -329
2844 1175 483
3236 5088 998
5018 354 270
1385 115 452
529 6471 -440
5275 5697 247
6270 6240 210
6268 716 -439
2469 904 -66
7918 7552 418
4963 2306 -428
3340 360 -594
3705 272 395
2780 1699 607
238 6584 508
2009 6345 85
8086 8371 -994
6659 2964 561
2570 6694 -386
7226 6609 201
931 6357 437
961 7648 967
3179 6948 -302
2504 1323 -641
4384 115 700
3309 3909 -19
1513 1173 -791
3798 854 225
580 6943 -328
7832 7770 89
1162 6388 868
1629 5901 587
5624 8376 -207
4082 922 702
8196 4891 -401
7921 2309 104
5048 8036 -960
4446 4358 -105
2878 3586 97
1347 1130 304
6858 6865 807
340 749 432
2349 1665 794
1748 3230 -664
7902 5365 -634
1287 6504 867
6854 443 540
4036 941 274
1201 6338 -231
4400 1979 836
1304 2994 -182
4062 7655 -190
6210 1789 87
1465 2557 -543
8107 2983 -562
8332 932 -470
926 1898 924
2119 4192 -386
3745 6669 -311
7970 6955 475
6784 6786 -38
5611 6569 215
2812 6800 -401
3726 2388 -637
3453 5028 216
3683 3127 -300
7519 7935 626
2658 7258 751
8537 7926 640
568 6725 15
2514 7278 813
5611 5651 496
3157 620 784
2352 6728 -597
7189 2710 456
3209 7975 -159
1332 6185 -804
2317 5728 -46
4430 5595 368
6619 1613 -267
7134 8518 951
6052 5573 -830
5168 2826 229
2199 6528 -995
60 1106 580
1983 5797 273
3619 74 -763
2 3713 120
6127 4661 898
211 7924 -671
4217 4309 903
3216 970 -783
971 2819 -168
167 2057 332
72 4869 -900
8069 4842 -648
8524 4787 -618
7292 4704 -723
3483 8368 -472
6953 998 897
7171 4812 390
1748 6326 -441
5793 5091 237
1465 1716 569
5746 463 -604
446 4627 87
7129 603 500
8246 1066 -306
3668 1887 -385
5119 5016 -332
4295 1293 956
7719 2245 -623
6509 5921 54
3841 2004 32
3462 6137 782
6421 3157 138
3296 3246 -980
2170 4970 -868
645 3103 137
8635 6924 878
3651 8407 -348
3394 3257 -176
5817 2305 604
8032 6480 494
6856 1686 -383
602 8349 -748
7966 7654 -335
6820 3048 -763
6773 1963 -218
6494 1 -238
2657 2623 644
6118 3174 158
1938 7539 -189
4657 3203 -875
5440 1101 -376
2423 3460 186
1 2709 490
1864 8000 -128
5076 7909 674
2876 4563 459
6357 3437 10
6974 7689 87
5214 4745 749
6593 2792 502
3433 5912 -440
4951 5084 -119
1920 2054 453
3019 5447 406
3213 2306 939
464 7860 -479
8395 6414 633
5127 1451 575
3708 5204 -441
5390 2827 -898
1616 5858 -257
584 2307 377
4667 2835 608
4141 684 789
210 5566 316
4486 5367 916
6431 370 -277
3721 3875 221
1344 1855 -539
5357 4556 587
4517 374 903
2373 156 -897
2081 6301 -611
7610 6784 -31
2124 4366 -40
4528 1178 157
1363 5278 756
4070 3427 -39
8378 3344 115
8308 4153 119
4715 3472 376
4249 1037 -244
3609 4 734
3278 7379 320
5605 1407 188
3562 3044 -474
5785 4065 711
5249 4924 782
1046 7617 325
3827 1977 109
6070 1150 -233
4297 7853 591
5808 7922 -217
203 5059 568
1084 5083 341
1258 4133 611
6359 4312 -772
3322 4514 526
5756 1777 -555
4676 980 -728
5034 2931 -347
2219 6526 -645
448 5128 75
4884 5380 -497
406 8465 228
166 1333 -613
6916 6741 -591
1255 6380 79
8136 4538 612
1784 3948 203
131 8401 -760
7666 1286 -476
3936 1333 772
1560 8107 -809
1292 7509 131
5244 6853 285
5345 1847 196
160 6878 -719
3031 6745 729
3535 7548 -903
5252 4170 347
3495 5367 125
2689 773 -352
4101 4058 -568
3509 2378 -450
1470 7003 -403
3423 513 -1000
1233 1873 -519
8513 5522 557
8095 4502 -850
1083 7888 617
2182 4053 810
3818 4017 -195
1825 7545 -196
5362 283 -915
879 8243 -638
4535 1858 -663
1598 4339 798
6276 362 39
1869 8018 -141
2885 1622 397
5748 6224 520
2770 6506 762
6702 5338 128
5561 1950 -320
972 6378 493
3202 5572 -248
4161 8382 380
3070 3812 344
7925 1696 -830
1592 6741 -486
5067 2185 288
1754 6778 -836
6580 972 -534
7400 5010 229
566 1749 485
1423 6338 556
6328 5912 81
4610 3501 278
3301 700 -287
1528 3047 1
6553 5269 523
3918 6392 259
4681 2234 -615
3421 6741 -364
6885 4225 -748
1915 7037 843
5018 6562 -27
7557 3803 -10
7608 1632 870
935 7799 473
1311 7563 -555
84 7684 846
5148 608 -867
4685 8472 -719
1010 2511 104
3715 956 -988
2114 231 -966
5987 6054 -269
2884 5757 -114
4618 6683 -271
132 2496 -19
519 2953 -585
4098 47 -46
8593 7275 636
4414 3398 -711
4146 703 399
6053 3484 520
1641 1765 -564
2016 4363 -462
6262 4016 -674
2489 5433 -697
561 30 510
1490 967 -666
643 1126 509
372 4218 871
3048 5232 -608
8417 538 -601
7632 4256 729
5294 47 -840
2391 4719 -426
3556 2699 692
2614 706 51
6309 8318 120
1148 803 386
997 4448 428
6787 1571 142
3900 5679 -689
5262 850 -630
762 4947 561
3779 1436 -528
8630 8267 -653
7200 5021 -674
8210 3980 -521
3641 2453 311
5409 598 251
4594 227 932
2592 4119 714
1431 1583 252
1187 6541 -661
6239 5287 735
97 4049 732
410 3255 -800
7497 6240 -28
575 5635 967
2209 6045 -634
5126 700 -764
2738 3613 836
2173 4897 592
1448 5341 409
7305 6749 -242
7475 6926 116
4547 8197 731
3202 449 600
5079 5300 960
4951 1335 772
3734 3621 -91
4813 7528 180
3926 7088 71
6752 612 -930
5862 636 713
4086 27 -195
1445 6968 861
8147 990 511
3138 172 497
343 8337 -371
7632 2208 -706
5418 4669 -78
7463 6158 -615
4642 7991 -688
1714 6117 -714
3422 705 -708
3054 839 -200
1430 2260 357
5895 5486 -940
2944 3805 385
3623 2694 594
3301 6099 13
466 5251 659
2949 2569 -832
5254 3214 -477
3527 7241 866
8073 8378 638
3170 5012 -95
7950 7211 -478
7305 1181 -286
87 2323 64
5091 4703 -278
2826 2177 872
7292 7444 -730
2554 3890 -27
625 2554 -828
8201 4744 836
66 6441 144
5363 7330 -71
3381 5427 897
6584 8077 -411
4747 8385 -787
4604 6079 -919
6188 4830 -440
4416 4872 26
659 2943 348
4401 4534 -618
6882 4705 -783
5318 6173 518
4167 1991 654
7547 6562 -349
5947 3862 -826
4913 2386 -50
4447 4219 -818
7131 2046 544
6731 38 485
7596 4196 -664
7467 2708 -410
5895 1034 345
7411 5747 954
4137 7920 968
4059 6570 407
8482 4197 -727
615 4896 -115
4135 1995 -29
4727 2111 508
8260 5119 -178
4916 66 -450
7045 6947 811
1754 6293 308
1337 333 592
3499 8402 65
5923 3601 -250
2686 1912 -284
4046 4366 -935
5629 7009 780
439 7880 -574
2380 6071 244
6275 8494 -383
3993 125 -442
6271 2047 -354
7914 5684 239
7145 4934 199
7653 8055 597
177 6146 798
7762 4229 936
3220 2956 -382
4391 8362 303
4133 1555 261
526 3881 -518
7628 523 968
375 3319 236
3814 8244 -558
3369 3325 653
5309 2230 795
1975 1590 -566
3043 6758 -567
2629 7771 317
5006 2891 -367
5988 6144 859
2936 7348 -838
371 4749 -700
2992 3679 -64
4147 8497 -307
6845 2364 -564
3209 3627 -397
6923 1739 980
7140 3351 -709
3375 7012 -1000
1612 5919 902
8016 3532 1000
6423 6422 -197
3199 7180 -396
3938 2941 872
5682 4286 -594
2473 4013 -538
2326 6843 327
359 4445 569
8164 6236 982
2785 4242 398
7517 5653 669
694 1572 -673
6480 5317 -873
5378 4456 -68
5296 6214 186
2908 1893 345
6103 2509 973
5387 7393 -226
8533 1491 -718
6250 7712 653
5157 5746 -318
3065 1302 -860
5454 4018 -413
6710 6488 398
7520 6290 907
2572 7467 -254
7037 6556 -912
3363 6344 648
2013 8160 48
2990 816 256
1044 5155 749
2658 1952 662
2383 6179 228
4555 3882 11
6515 2684 -340
4002 3268 712
2427 1855 -323
2726 2628 -94
1369 6950 -19
6290 1624 953
3625 2826 689
7680 7715 965
3918 5938 -436
2317 7697 978
832 4627 -937
5485 6119 -177
5314 1249 602
709 4697 984
4237 5204 73
494 7627 390
732 6734 216
7148 4364 -491
1126 8489 -82
3089 1837 486
1517 6741 -16
989 434 -980
8304 2240 -560
7240 7226 -374
747 2971 498
1879 7779 -997
5887 870 768
6384 4500 -127
1526 7072 -337
6225 2768 -492
4977 8264 -696
5597 2316 -235
7277 5442 -10
1267 4232 -114
8614 6309 334
3930 5842 558
3584 85 -981
5007 4135 82
2312 3996 164
3414 295 460
2538 7546 262
2397 5603 240
6964 8256 -602
3573 6815 132
7783 5183 843
5149 3521 958
1736 2287 -861
1212 3449 669
2945 1532 897
789 8284 150
4127 7081 -870
7856 710 -576
4148 8211 29
3458 7305 -646
6050 3800 -605
738 3887 -689
4672 1504 -980
7063 8245 -985
1790 8504 -827
2198 858 -442
5296 4925 -954
6869 3977 211
2739 2228 -197
1246 4375 -803
7879 3091 42
4667 3629 -170
8503 4120 668
895 2797 600
5796 7344 -449
1767 256 220
5034 6173 -141
2409 3868 973
5628 464 725
3290 645 -355
3362 2184 175
2863 8406 362
4949 69 -946
7727 7157 745
7035 3247 437
6873 3300 -374
1419 5501 -228
7101 7613 625
1935 5586 476
3459 7655 -339
2603 6830 -38
6701 7229 -753
536 6219 -135
7641 1038 -90
6169 146 49
5250 4484 177
2251 3797 -956
6796 4316 889
4006 1163 -905
4691 1296 -813
5078 6120 -161
7789 5804 73
8401 7301 -282
1420 2170 -201
1976 1430 -100
4369 5647 -508
1916 2694 -335
3983 2627 -957
1894 3346 76
6732 4016 -588
3631 4390 -44
5732 4686 678
8573 5071 971
8081 6691 -970
5020 317 -597
356 697 744
7498 813 129
4025 4718 94
2661 8511 494
529 1280 45
4024 2377 -304
6411 215 98
1321 5509 -927
4684 2166 -341
7801 3215 -709
5107 4491 -649
8415 5706 157
6943 3031 769
478 683 -906
6646 7715 -300
2394 5781 10
2277 4174 -735
7339 5566 742
6768 7367 521
8291 6478 354
7504 3363 487
8250 2056 216
5532 5415 -872
4573 5161 896
3043 1922 -689
5420 1692 -251
2798 7690 -342
7142 1364 -23
7315 5239 -331
919 1744 -814
6358 2768 -45
4294 1438 923
1173 553 898
6862 2524 831
5965 7783 142
6280 1863 967
7390 5787 461
4713 7462 599
1014 8499 169
6611 2589 35
6324 6937 71
5253 5438 954
1568 3557 325
4064 4374 971
2880 6688 521
4191 6889 -975
4004 1352 -228
4524 2712 43
760 4751 -395
4621 7488 823
2560 2818 954
2346 2334 -979
1720 5674 -241
515 19 710
7443 3701 -467
8126 256 243
703 5109 72
3803 6533 -649
8130 1899 -553
7237 5071 -719
4173 3920 403
8417 2241 -970
2186 3650 -499
807 5812 -519
1372 2418 -843
5534 5935 -306
