18
820 807
52 359 -788
578 639 291
505 820 -624
46 306 786
754 383 -588
551 112 -608
160 112 -147
600 694 611
433 667 -997
102 627 257
803 524 -821
194 113 -542
78 810 -684
514 83 406
273 800 -837
221 12 932
151 369 -144
284 670 751
107 95 113
140 46 -565
504 680 369
261 56 -733
110 7 -160
227 764 567
366 613 431
413 672 -946
182 488 918
789 143 -830
486 265 -703
511 75 439
786 27 -987
167 85 351
354 623 -461
555 343 80
375 423 -451
325 275 648
744 240 413
301 403 -910
332 53 -707
185 241 989
71 377 -224
90 807 561
186 536 -43
444 330 314
581 452 -577
288 722 -432
179 92 -433
703 201 -413
11 349 958
558 584 -809
162 190 -546
708 290 -448
130 487 -954
192 645 154
469 259 -498
738 726 754
534 88 931
357 4 283
720 408 -449
97 83 -797
105 249 81
455 622 125
364 264 -178
471 117 -887
118 630 607
72 503 -528
539 336 557
723 624 276
248 798 114
596 314 -360
280 188 775
461 799 340
499 613 635
803 324 -297
691 353 290
151 520 -336
573 575 -860
480 639 -282
325 269 323
460 429 923
157 254 194
741 252 810
290 803 2
410 789 -702
206 489 217
510 112 965
109 25 699
310 672 -908
537 188 569
685 390 521
42 143 -240
623 468 605
666 533 -127
373 634 914
467 772 -638
591 450 -814
684 641 407
307 368 -375
86 623 308
338 291 354
763 395 -492
724 519 83
541 27 -923
223 80 -220
661 723 644
669 149 -745
316 43 848
128 656 -200
332 87 442
676 59 -596
13 362 -636
143 716 619
584 265 -883
368 129 -556
16 778 -7
625 699 -810
636 256 -859
537 733 -159
721 681 770
5 305 -579
299 87 -766
28 255 -302
287 105 -807
440 765 -283
24 257 944
696 713 473
225 715 343
483 681 -781
201 666 -282
644 626 0
291 162 929
795 431 22
357 250 237
722 266 -85
82 775 -333
150 64 619
409 563 547
209 599 -440
403 184 -574
484 481 -763
491 9 -601
126 729 277
634 238 -142
773 802 614
69 422 -208
24 557 99
736 191 248
697 338 -335
478 99 243
542 261 -867
177 237 325
207 817 -780
617 574 -921
394 557 286
629 145 -356
373 155 437
436 426 -148
298 102 448
27 477 142
712 636 -225
501 156 -8
233 812 -594
297 576 277
80 810 521
344 522 760
260 509 -159
245 750 71
731 289 809
493 45 -259
536 209 -550
240 441 -904
69 110 485
129 791 -775
789 460 969
421 92 692
267 191 -79
128 558 916
519 709 70
271 27 866
666 662 -135
182 26 -926
740 213 210
422 768 -263
556 417 169
553 237 -428
476 389 -606
361 153 495
313 72 -802
75 69 -266
255 694 -37
138 336 752
284 219 -9
555 260 514
159 429 -865
442 530 906
668 334 697
546 227 478
79 651 -66
273 703 -980
182 598 797
292 227 823
773 621 411
378 260 -225
410 284 364
665 387 817
312 115 250
567 7 109
268 351 -871
599 179 -689
226 348 -300
820 443 -627
169 113 659
2 409 503
60 667 622
642 110 -683
235 645 -242
781 575 124
679 155 12
761 414 -112
314 692 301
30 361 425
660 589 455
435 805 35
578 720 361
270 31 -297
343 357 350
412 244 -510
687 490 536
448 100 -991
809 157 -302
397 237 -248
521 651 481
795 781 848
797 213 -252
505 294 -209
377 243 -699
785 22 633
575 435 54
696 6 -289
66 337 755
417 661 569
759 291 214
778 810 -517
58 451 -173
220 263 935
464 77 306
127 56 -826
398 535 164
770 712 59
811 288 749
498 65 -881
456 513 -437
181 467 -255
24 409 376
574 67 -921
759 414 -584
133 805 516
704 139 836
295 29 496
490 276 222
636 348 951
500 314 953
687 459 191
384 131 662
417 800 409
670 195 17
72 638 898
507 585 -359
309 62 869
207 195 379
130 483 802
284 381 -552
697 168 -427
319 672 665
213 492 49
309 456 -196
314 276 49
706 348 -780
577 641 -299
343 115 -112
337 638 637
283 407 209
376 151 21
67 388 866
426 306 835
168 299 -459
344 400 -383
240 119 -686
137 260 -772
369 671 322
78 790 -79
325 412 -144
574 784 625
609 264 -607
459 214 -748
693 61 -122
102 378 -302
452 444 387
645 649 -113
493 560 839
643 232 -721
136 590 -371
546 521 -735
453 613 -913
136 686 -824
41 120 -555
387 91 -124
581 256 740
696 464 -634
77 462 7
132 433 449
599 148 320
692 753 745
287 180 985
413 181 -258
162 558 -623
180 413 853
248 773 -991
110 339 80
793 181 873
776 690 658
557 691 225
441 126 893
614 364 582
615 563 -611
503 163 800
702 746 917
60 176 856
552 28 -463
304 26 -289
171 508 -695
504 478 340
225 6 -660
305 804 81
142 76 -975
684 714 319
228 122 258
308 397 -34
421 789 -254
559 774 -27
769 166 68
427 129 988
54 123 75
672 228 -958
440 523 778
96 136 -344
120 29 306
314 653 623
817 441 146
721 757 -601
44 10 158
669 400 462
44 120 687
251 12 -185
746 483 -82
496 423 737
361 109 939
564 327 -913
20 237 -38
289 2 -223
721 637 -827
30 143 -205
282 169 -768
369 382 727
780 615 720
25 488 773
785 155 -830
591 481 648
741 676 437
361 287 273
656 72 -418
458 769 95
820 739 739
652 765 380
663 123 390
245 670 -512
688 560 -756
174 192 -239
676 741 -210
457 809 46
745 416 38
293 449 355
80 14 -808
187 23 889
978 904
541 973 755
795 613 -958
920 877 172
226 626 670
879 386 762
430 87 -601
474 939 394
611 501 958
898 642 32
761 753 -895
661 153 282
242 751 -882
810 923 968
346 510 870
305 414 844
479 955 -439
618 79 440
921 672 -724
44 240 -169
115 636 854
53 568 1000
869 37 460
562 263 -579
452 360 -16
858 846 325
267 442 -677
123 488 -633
106 109 -298
153 327 -583
119 504 421
664 256 288
227 966 -128
380 116 595
196 891 -64
198 454 -409
222 961 253
373 525 436
103 227 106
646 884 211
313 202 637
580 947 -598
113 407 -332
480 132 669
89 470 -977
280 742 -788
425 72 -466
784 249 642
219 282 450
962 255 -361
667 305 354
968 683 -896
584 610 -657
774 610 905
455 647 980
809 66 962
517 85 -664
442 10 23
188 491 -130
957 372 -267
896 234 156
874 765 126
448 926 5
414 874 171
816 613 -432
188 93 642
852 17 927
911 907 416
202 715 -584
455 895 -732
109 40 4
823 942 -117
852 507 -759
409 43 -759
584 195 224
218 541 -720
501 739 155
365 766 815
56 615 863
943 146 166
566 417 -44
446 884 -604
232 767 -410
670 90 -680
809 584 364
812 527 521
745 482 -350
890 117 997
241 973 816
114 965 169
357 113 -849
921 112 541
751 343 581
783 941 -500
657 356 -644
472 174 116
22 975 852
469 40 -919
323 769 221
116 666 -505
466 5 389
264 302 -661
352 400 -814
669 458 438
529 676 606
433 875 400
539 788 293
581 311 -476
205 647 444
691 498 3
239 555 -569
115 250 342
573 787 -521
219 279 949
200 278 40
652 65 -168
417 404 37
737 700 -481
861 288 2
867 184 -979
576 448 813
727 812 -264
960 404 -648
822 471 -959
443 496 49
638 303 -731
476 873 -748
201 178 926
273 658 761
534 575 -658
723 686 -496
339 192 -311
768 608 -766
59 507 -115
255 199 -848
220 732 -933
203 521 86
409 351 -434
692 355 -630
306 806 -19
474 367 57
305 820 710
710 198 580
694 807 -806
813 189 -660
804 674 -516
419 430 -535
840 453 -742
253 238 28
426 806 156
736 153 -143
898 342 591
70 56 753
378 240 -686
907 921 682
445 646 939
411 741 -891
348 762 -438
214 52 -122
55 644 567
934 832 -840
584 919 608
348 381 -755
809 552 -233
309 755 -876
748 168 639
530 715 247
182 892 142
171 327 175
399 1 -278
784 143 353
113 735 -640
645 900 116
420 572 -6
737 137 -378
532 677 194
126 578 430
599 958 482
857 520 -670
889 476 150
202 260 115
96 29 -607
788 878 -445
897 44 -224
587 212 -872
263 502 -781
514 393 -86
667 274 505
28 526 105
851 396 -934
155 674 -626
559 255 994
199 70 339
688 390 127
507 861 -960
503 706 -497
162 610 -731
454 632 233
362 475 83
18 362 -489
48 835 264
18 23 -927
110 417 -255
133 168 194
179 329 -698
91 255 417
36 261 -485
735 411 79
240 748 -726
838 714 529
173 637 -460
67 59 -557
66 597 -923
285 153 -125
858 774 -517
9 773 270
527 813 590
255 225 -566
642 232 -654
520 801 702
492 153 919
414 706 713
242 669 418
347 901 191
361 594 569
894 936 -631
644 562 -15
855 859 854
920 78 -361
730 416 -365
842 644 -171
880 528 -222
867 397 562
380 147 -546
882 628 -196
434 430 -150
281 181 -756
495 51 -33
305 475 -272
734 195 -343
562 921 511
140 812 -24
551 475 20
860 869 755
502 893 -60
243 832 247
260 290 179
396 823 492
744 147 583
109 226 190
750 747 -362
447 8 240
929 734 62
277 502 -263
326 858 -988
726 395 567
378 852 891
46 199 892
525 207 320
637 676 -774
582 424 954
264 481 -439
803 124 -949
391 270 -596
815 119 -46
21 95 -503
823 770 -207
731 561 -308
454 299 -455
349 116 -51
465 853 835
836 19 -683
33 198 -19
439 591 34
582 489 486
408 82 -93
348 126 -650
692 724 -357
105 897 381
950 370 -595
248 833 -888
466 109 -220
782 598 -514
251 755 -958
415 480 390
4 704 410
203 143 -165
130 285 -489
167 652 -61
398 919 693
875 197 -451
575 780 453
800 874 -346
376 372 -535
63 265 202
195 77 -252
940 859 48
137 240 102
56 64 -438
314 196 456
562 474 -785
975 446 -855
44 495 413
211 928 -35
564 338 951
499 632 641
144 871 793
551 459 -181
262 613 -78
965 722 714
805 187 445
370 24 -383
553 294 -753
207 944 995
528 147 -700
684 566 634
449 383 126
464 593 810
40 384 -436
127 734 -670
131 439 989
533 184 517
401 487 -302
723 867 865
795 157 -580
964 465 -31
351 5 -743
432 162 191
351 14 -50
37 832 -771
798 81 256
226 164 782
654 155 -563
157 920 21
349 410 -338
517 17 883
67 313 -465
421 472 -377
384 570 -876
433 72 -178
169 297 554
821 644 1000
762 859 477
895 438 538
887 275 329
486 408 536
817 601 774
952 601 -157
173 120 -537
874 97 -788
549 184 991
444 644 433
726 801 -281
225 956 -846
346 148 170
110 866 150
237 328 33
463 360 -193
773 782 -494
394 191 -136
461 675 -722
281 285 -788
816 902 216
660 144 294
273 682 -624
205 753 296
531 390 -194
283 330 867
947 802 -849
46 900 -637
130 671 257
701 975 925
100 729 -900
42 432 674
317 659 -9
492 539 540
838 6 196
538 721 -224
751 975 -889
521 721 829
214 615 -802
720 363 50
865 672 -643
110 100 -983
688 86 -495
311 741 78
838 956 -497
336 327 561
58 836 156
583 834 714
404 691 660
682 944 -222
860 174 565
195 260 24
860 89 663
373 729 -57
222 503 -709
14 464 -793
426 959 44
843 968 -565
553 305 104
142 181 -847
380 491 -696
728 944 188
580 753 910
848 584 846
39 89 -194
422 875 36
695 679 -792
385 697 51
511 356 -338
469 583 -612
254 848 574
149 435 -486
258 247 611
318 598 266
121 518 -45
856 347 -193
130 9 908
808 912 124
553 721 -57
126 320 -187
684 735 -232
606 668 714
788 592 -627
254 38 566
905 184 120
469 615 319
754 432 530
700 767 151
353 120 161
728 450 -455
514 418 763
379 25 -667
284 403 -562
207 242 3
381 94 683
267 486 -756
431 124 -815
166 136 389
249 15 918
151 548 778
540 368 -660
67 246 504
123 808 625
482 436 -765
546 426 821
446 304 -695
42 327 226
639 383 -514
310 458 -102
922 103 540
332 108 453
145 356 842
949 723 -552
303 500 474
916 415 381
53 925 -870
862 636 156
240 622 -252
220 314 -342
340 956 -625
663 759 733
416 500 -160
603 788 619
1 407 350
732 788 -970
264 958 638
926 569 5
432 904 155
615 768 -9
648 84 -867
145 819 -827
97 93 623
8 315 955
473 448 585
628 528 -137
776 157 -610
707 520 858
788 466 -126
754 760 345
717 432 918
567 410 572
573 963 895
1 9 -630
356 526 -325
668 553 -742
231 63 141
25 392 -341
384 52 -182
957 454 -41
499 868 -558
788 976 390
7 2 460
490 737 959
88 274 433
960 737 -115
278 717 -148
94 134 114
497 13 -467
600 696 212
738 956 23
589 450 129
288 371 792
183 335 -488
877 600 609
740 242 351
498 757 -604
108 352 928
516 611 -627
471 719 749
188 393 -223
433 945 725
403 599 899
142 306 -654
191 800 -906
433 691 830
712 853 483
94 792 -164
744 534 -890
412 562 334
208 588 -169
3 712 -445
329 821 247
431 896 -758
366 17 -502
354 434 -684
274 568 -552
342 861 -221
828 318 829
338 347 -357
108 485 -274
970 179 769
824 441 -406
273 719 531
379 510 -767
738 917 -321
828 812 803
846 418 862
539 611 -879
651 297 -480
29 820 316
710 376 -168
837 826 572
891 437 -836
783 815 892
652 143 798
958 193 785
692 910 371
903 530 -250
919 761 -955
491 363 73
416 575 -142
345 324 -748
301 427 648
15 471 766
73 885 395
436 469 790
316 328 -326
974 706 -163
111 846 -880
289 557 977
325 796 70
580 807 -847
811 676 326
762 288 -415
380 618 727
739 197 324
222 487 7
394 113 528
668 691 -83
49 479 837
588 105 -864
882 225 -245
835 708 862
589 71 -590
781 308 -321
958 320 637
922 544 678
18 798 -105
217 792 264
481 816 -614
776 169 116
714 720 291
258 302 518
262 639 -455
959 571 -931
67 57 -864
736 145 -274
221 727 51
915 140 663
52 662 -845
707 68 -61
500 422 463
381 908 -805
89 326 814
568 228 357
855 163 768
221 689 -641
822 855 -837
256 331 -517
778 294 267
412 513 -745
404 473 -822
435 915 -157
618 474 -478
318 502 461
39 405 795
902 194 958
154 277 -559
353 614 -918
85 798 243
780 757 -886
150 395 537
512 237 195
196 965 467
393 830 310
293 849 722
163 9 -703
527 737 654
927 514 959
242 44 -449
538 305 -77
179 22 380
472 54 -891
885 274 928
789 510 -909
279 947 415
484 535 -206
114 604 447
103 564 747
545 425 -837
935 21 -618
422 562 -849
911 685 170
101 640 -951
28 978 487
374 178 11
282 471 -422
678 873 -301
285 540 106
110 689 -952
105 858 -823
929 973 -990
740 282 -896
374 528 -565
287 396 -230
88 277 -26
539 941 -941
652 132 170
886 46 -585
241 183 684
405 667 -850
442 63 123
622 205 -140
14 340 -758
413 857 -957
585 79 -961
657 836 460
381 493 -927
282 271 -154
714 80 473
52 12 173
835 791 541
865 966 -246
98 220 -532
630 895 -586
18 577 -540
309 577 354
164 884 -694
234 777 221
30 465 -342
260 99 32
862 190 207
32 167 875
81 633 424
539 535 170
351 377 -891
757 260 -249
339 587 -907
196 799 -199
968 496 -194
933 49 -67
801 547 986
895 277 203
534 270 -956
535 277 -855
452 12 -485
544 528 -344
591 900 504
366 639 120
569 125 -218
222 380 -444
389 732 202
733 445 -218
761 844 0
591 326 -696
351 268 601
845 455 -221
748 432 -545
466 545 -779
365 78 -430
531 271 794
121 573 -733
398 68 801
410 191 713
947 93 -851
125 854 956
482 831 57
772 490 -166
731 422 -661
266 754 -486
261 387 -679
133 783 904
879 191 -833
379 206 -110
165 565 -500
510 181 86
164 436 -159
133 896 355
349 227 551
575 758 -621
620 698 -582
76 620 692
800 380 541
854 810 -445
443 910 -459
832 531 272
173 308 -756
457 441 -323
9 210 592
106 53 439
133 891 284
275 500 750
798 904 -504
538 9 -603
682 184 887
553 420 595
692 603 201
816 272 9
936 890 -180
113 245 -185
759 582 -430
84 341 13
314 337 -227
187 948 -997
100 3 456
659 20 -203
880 226 -93
276 211 960
669 540 -64
369 854 357
26 431 -295
947 914 -131
785 359 -121
682 397 498
714 963 446
369 665 -537
953 591 927
301 428 843
385 342 -631
910 970 43
374 122 990
175 102 -305
830 375 255
708 618 -12
794 442 955
193 495 -44
884 75 128
910 308 806
711 54 459
242 361 206
766 682 -968
322 796 -366
107 908 736
50 562 640
295 696 -922
562 26 374
975 854 716
598 920 -743
384 226 749
90 612 669
707 454 -481
458 708 -745
620 454 671
886 894 -744
925 812 224
833 384 563
931 899 335
668 831 -985
215 857 -350
137 1 931
872 795 99
201 788 625
930 247 534
944 846 745
325 945 -778
99 89 -566
494 585 -155
966 925 -64
883 789 519
714 319 291
642 42 289
582 496 729
924 976 -516
299 867 295
747 948 -177
192 787 523
148 70 329
151 801 404
712 730 767
286 561 -369
241 182 94
320 369 -207
834 823 440
538 152 -941
448 277 48
967 963 558
42 501 355
775 87 774
591 637 241
216 924 -383
173 122 -619
848 221 876
314 753 201
767 386 819
692 976 403
102 808 -498
750 361 310
359 287 -213
436 581 -698
34 719 587
573 146 -34
331 199 717
139 473 408
423 187 -421
158 379 -867
783 47 -987
234 494 116
11 242 27
892 267 473
620 234 -819
568 898 -236
724 179 580
618 63 -223
119 804 -600
313 400 929
669 334 -310
875 695 268
618 622 -17
151 710 204
608 233 -931
461 802 -873
899 87 935
208 872 -586
43 25 -630
20 307 -626
125 828 867
690 694 329
935 948 60
72 425 -427
674 126 527
743 426 -575
275 14 864
346 869 318
450 323 -747
961 228 388
692 844 838
701 580 -14
541 360 -613
418 638 -321
146 188 180
504 221 294
426 745 267
504 522 -576
797 482 -468
185 654 393
907 570 -637
194 298 251
10 477 -635
769 877 -157
720 170 -429
820 859 167
177 213 175
175 901 984
460 845 -594
222 509 -800
610 503 -272
193 504 575
82 92 -959
882 460 415
146 116 76
222 237 962
808 784 665
1 506 333
864 601 -60
30 621 -345
825 181 -78
847 355 -581
762 909 966
914 164 -200
125 665 388
147 113 -89
9 912 -620
688 954 204
963 942
756 89 531
8 519 -155
766 534 -823
593 803 918
447 326 -566
457 953 399
825 918 628
244 96 727
2 650 936
710 840 947
473 604 366
887 609 -724
56 340 -563
809 890 -963
440 41 203
135 948 64
861 752 853
624 251 482
441 456 804
407 444 901
219 209 662
815 141 980
150 938 866
727 369 784
298 304 -382
140 59 613
931 461 -860
832 337 558
715 75 -602
944 173 477
323 936 -433
760 413 451
264 179 823
20 757 822
338 437 325
99 386 -940
53 9 -784
858 322 119
326 682 -321
61 374 653
884 505 -80
844 637 131
494 209 968
409 766 -819
407 876 -344
264 829 577
794 957 -514
163 668 915
333 603 383
788 348 847
339 592 -842
235 748 -794
267 300 467
184 948 13
341 837 905
681 856 -82
260 749 163
717 81 17
407 606 -456
606 226 -626
599 138 350
775 435 -734
229 273 227
862 936 -755
626 244 -286
285 366 226
46 296 848
453 540 637
17 900 -64
942 8 765
748 567 -880
375 677 694
406 176 -794
619 142 -622
248 108 592
704 865 858
62 295 323
783 421 -445
433 915 -780
454 316 -758
359 463 940
24 564 281
223 92 -616
90 25 619
236 535 -414
935 377 -683
106 365 343
248 814 -119
117 64 989
458 258 154
717 719 234
38 556 -986
256 559 -601
316 830 585
143 273 156
665 523 762
27 136 -949
639 466 -929
92 510 -124
217 113 -533
467 61 53
674 382 -798
820 803 546
926 136 901
451 838 -27
108 661 -215
209 736 -478
563 124 -205
289 903 781
198 336 -684
667 372 -361
408 790 727
185 267 791
474 476 900
844 823 564
177 102 -855
329 816 -479
551 702 458
534 205 509
394 881 -684
57 390 -516
403 844 112
244 136 -456
88 733 -42
199 857 5
889 765 361
317 136 877
47 922 -441
676 331 -754
360 913 332
563 61 563
744 458 -282
374 74 -183
329 710 953
546 28 -683
449 680 -346
136 874 -613
862 257 -374
372 231 -930
136 487 764
172 75 -661
508 683 -575
176 894 -991
864 190 436
960 509 -466
757 573 -335
115 520 -448
5 140 -351
77 75 869
287 486 -225
36 136 -257
146 698 920
547 66 54
406 809 66
74 619 43
903 39 887
62 911 -679
762 276 332
302 954 362
850 909 117
659 824 942
116 388 887
636 276 979
703 208 -106
291 408 -703
196 387 -522
654 731 -689
106 643 26
725 17 410
260 58 614
238 420 776
566 843 254
442 618 -797
364 557 811
517 427 788
98 424 -949
327 145 -306
840 396 -349
710 798 901
915 769 389
110 786 772
724 940 805
35 539 176
317 914 -805
679 740 582
589 801 -530
386 801 799
851 395 947
346 790 -697
380 171 336
58 161 558
243 542 549
598 601 654
791 304 681
506 458 -306
4 737 -235
537 143 -604
561 829 -797
227 887 -232
441 457 -515
734 704 -920
258 712 181
599 631 126
36 81 -376
806 810 744
595 538 -672
574 65 698
67 773 -674
525 827 170
308 333 732
872 923 -481
887 534 857
566 272 -829
252 261 345
265 497 -183
98 34 -652
701 813 -585
698 228 -347
341 758 798
41 834 492
32 602 -19
620 537 366
107 485 -582
536 581 971
792 309 946
943 231 -555
475 69 763
516 341 48
531 712 -244
783 393 586
300 79 356
388 741 -940
729 801 -941
319 762 961
94 301 -787
940 537 270
373 917 -80
352 339 751
522 28 486
459 174 -126
340 118 -372
475 262 -692
802 360 977
41 362 -268
132 563 185
123 612 -998
921 778 844
603 867 -334
499 17 -264
519 329 -579
691 733 -569
923 285 185
653 536 830
963 813 968
601 865 -431
454 370 -864
167 239 -109
128 68 -852
395 627 365
469 83 624
442 500 719
802 554 667
914 435 904
419 255 -906
228 467 756
604 140 115
864 661 922
653 174 63
918 538 425
110 299 -228
911 760 219
249 621 -909
857 732 -49
161 581 211
388 603 315
169 229 450
316 97 -894
904 470 118
19 576 1
683 287 -1000
579 880 -940
20 298 -186
590 46 667
99 895 -886
929 251 -431
795 96 -291
484 301 -766
201 290 998
950 418 -875
915 814 -903
810 877 -325
631 508 -668
943 434 605
275 596 -586
491 563 816
906 185 -471
620 417 -478
307 610 -9
819 348 12
204 64 -982
86 674 -520
435 375 -680
810 851 896
656 526 206
495 328 -507
389 323 -796
831 875 -167
810 238 -266
688 920 -89
733 702 -307
348 239 777
508 791 -40
243 158 -297
772 497 382
689 765 -211
882 614 200
714 11 73
498 219 -173
559 739 -821
252 948 219
316 448 674
629 581 590
831 95 148
556 357 300
86 344 -173
344 781 -587
254 724 181
642 174 -808
525 279 -429
460 753 -369
411 442 776
475 106 52
56 714 513
809 615 -361
759 122 333
874 2 -28
740 848 -912
551 735 646
155 670 -477
6 566 -217
44 529 -490
189 351 633
947 33 658
185 69 801
529 38 -791
566 96 896
301 940 138
101 639 -83
744 264 438
730 759 328
700 564 -204
784 398 979
30 8 -19
911 426 -237
18 346 324
794 411 429
299 292 454
15 719 -808
176 526 771
279 178 602
807 88 -490
444 200 810
279 837 -424
708 303 -908
669 654 668
288 518 -962
860 259 -934
56 684 342
146 32 553
947 761 334
734 958 -997
516 724 152
777 613 -629
552 725 -704
184 520 -604
745 839 425
427 850 -805
736 259 85
433 851 -945
776 34 -86
127 855 879
535 411 134
218 761 -243
10 471 -433
691 121 -913
620 727 148
276 405 984
704 145 528
826 122 137
46 233 554
167 88 -333
25 440 -268
837 804 24
572 429 950
6 327 -660
322 397 -344
687 356 -148
767 286 -204
724 684 -985
700 39 957
663 950 -588
638 357 -461
180 867 364
555 228 -764
236 284 -656
298 214 -629
654 730 -900
548 180 367
255 784 634
772 931 -397
145 257 373
302 384 -702
743 745 514
459 348 -308
11 675 336
724 480 -680
99 773 -81
545 161 -166
541 442 -299
721 372 -266
354 383 991
637 490 875
153 222 -329
604 566 -55
330 35 -957
199 152 177
930 103 750
84 448 -807
730 649 262
891 207 33
762 690 -70
117 681 333
318 452 -990
85 734 -412
431 144 574
470 153 883
648 915 833
832 47 -448
22 602 603
655 185 272
949 835 -614
