967 2711
526 512 461
646 572 863
670 404 26
653 313 833
415 752 356
112 266 667
161 818 311
368 248 733
583 273 204
157 548 308
751 888 73
609 194 899
33 558 566
581 675 68
617 519 189
226 946 454
823 59 254
108 432 914
594 87 783
70 388 30
642 17 900
819 575 213
945 929 399
549 534 653
329 952 110
198 348 446
150 962 469
624 901 956
180 930 114
622 244 639
310 182 884
727 426 412
414 547 64
163 318 347
455 456 293
939 739 463
802 884 848
330 894 361
160 81 324
236 302 752
485 838 703
85 444 56
807 178 798
70 387 991
556 352 301
561 911 584
137 250 709
64 655 297
891 179 806
522 77 896
457 835 511
317 439 838
106 118 279
119 576 487
95 245 882
57 634 348
845 150 813
726 884 206
561 596 68
562 871 761
815 328 199
28 448 626
424 52 900
774 887 91
692 448 214
302 839 520
179 305 789
581 932 931
626 650 101
245 556 995
566 947 746
787 856 591
311 929 750
23 199 625
777 670 138
566 326 195
597 159 604
108 519 875
588 606 527
500 6 349
101 230 300
566 551 991
229 155 447
31 25 768
163 681 777
71 356 189
420 667 116
624 383 151
607 138 232
402 507 896
671 792 504
525 890 938
665 837 431
425 776 731
76 434 725
387 27 518
781 762 921
923 731 513
49 471 222
655 797 390
751 30 256
164 523 336
944 146 196
572 610 708
794 399 852
756 773 554
314 675 37
486 61 882
517 279 436
555 347 497
422 833 86
347 691 303
261 931 520
605 17 687
26 480 864
685 380 205
649 198 224
622 490 350
168 887 424
404 931 494
641 510 767
966 125 29
271 86 891
10 803 785
671 523 855
369 249 151
377 637 735
727 894 395
131 316 636
918 865 397
496 18 338
278 926 83
85 680 135
791 475 790
181 101 76
125 590 967
363 133 45
88 355 417
879 268 704
884 62 994
469 463 329
808 18 36
597 814 482
488 904 777
376 359 499
425 476 788
205 852 789
802 611 581
278 143 247
435 810 928
417 327 924
372 223 775
421 596 886
128 241 869
1 865 971
794 558 221
233 727 308
444 964 380
568 716 569
236 359 730
587 948 834
289 407 1000
63 258 441
453 957 207
770 227 856
308 833 50
952 845 236
530 76 34
888 804 286
92 224 670
322 412 317
321 177 168
928 59 269
255 938 467
454 617 640
48 757 834
517 247 734
837 812 181
258 674 461
541 700 107
633 16 629
849 838 937
359 682 597
844 161 589
128 186 906
120 754 881
396 80 636
606 58 347
111 193 364
338 538 872
68 687 10
830 377 724
410 337 835
148 657 773
615 107 696
777 819 63
657 850 607
145 409 348
364 959 406
526 778 779
950 144 154
698 80 369
856 32 365
743 431 799
45 472 446
780 249 912
595 166 772
470 808 198
730 614 673
503 470 719
415 423 312
723 960 764
747 407 729
328 670 157
55 777 470
384 929 260
603 909 498
215 454 418
571 68 659
237 338 419
420 451 856
496 338 661
912 186 569
406 168 526
564 370 712
234 359 362
773 70 988
643 275 155
775 142 150
636 352 130
636 394 274
109 124 103
716 47 174
717 467 440
23 849 762
840 681 680
460 198 301
552 850 806
793 448 60
726 934 648
181 173 856
819 732 675
876 874 518
602 235 934
94 571 583
539 856 272
265 309 998
300 77 681
4 760 271
471 148 3
376 30 815
39 409 234
478 387 432
681 134 62
579 594 675
491 90 465
944 660 77
384 503 92
2 194 50
860 112 203
675 569 765
539 630 641
744 219 728
267 476 100
543 374 71
39 269 453
152 110 555
805 154 724
488 403 420
299 68 833
325 722 381
949 545 549
645 965 114
524 405 850
26 580 585
762 910 792
602 966 841
261 149 922
319 5 102
939 228 121
42 66 640
15 586 228
846 67 975
933 87 15
31 504 775
866 247 826
239 578 374
966 763 359
929 692 470
297 637 469
865 295 624
871 494 987
53 501 273
686 435 807
338 694 482
125 753 13
507 49 445
919 307 892
234 788 14
67 850 598
878 781 457
223 487 847
601 756 519
351 374 175
92 380 907
821 121 820
185 966 983
90 65 649
956 828 338
396 319 758
82 913 106
57 713 256
62 168 535
320 457 677
314 603 95
285 144 842
406 691 674
489 346 441
265 154 812
745 581 635
787 75 332
777 250 73
58 82 287
271 402 482
856 139 97
218 104 367
939 882 479
288 735 853
424 180 359
352 395 57
346 195 435
15 815 643
436 771 134
311 91 823
896 866 57
191 176 947
430 452 731
364 558 68
218 12 42
562 777 647
738 470 584
303 57 493
666 199 251
435 891 875
104 660 671
900 735 569
239 787 333
567 177 294
761 453 732
541 462 836
539 806 579
481 578 846
375 381 133
45 296 921
912 633 811
229 675 428
14 632 505
932 701 333
793 154 292
507 495 220
67 693 62
663 67 57
506 561 884
761 894 396
611 898 854
341 883 912
585 560 88
800 634 288
217 781 870
486 322 360
276 512 757
614 387 96
235 550 492
229 779 885
656 887 715
689 294 854
511 817 731
596 150 830
145 313 732
139 569 354
389 282 850
493 346 401
19 348 262
609 670 212
376 229 64
909 456 333
184 423 628
154 893 297
847 783 220
871 158 298
7 657 788
882 848 22
814 571 88
943 709 721
369 599 88
507 327 967
191 377 19
391 138 514
448 705 177
813 614 166
203 139 928
712 80 32
742 134 982
793 171 942
796 312 179
862 817 167
513 733 972
340 350 557
703 724 75
442 656 588
749 580 842
755 631 452
750 790 247
743 854 163
881 958 280
359 679 560
345 59 515
633 937 916
69 791 221
958 604 490
224 225 964
518 106 908
406 442 967
37 791 224
813 795 309
942 639 344
500 584 590
201 512 146
618 23 773
747 222 575
25 477 683
190 741 107
751 928 443
784 483 542
901 366 234
380 701 140
361 899 457
13 80 22
459 745 588
680 845 506
378 285 39
866 613 208
152 285 172
196 862 695
221 549 197
860 380 2
446 901 452
626 250 180
525 475 717
663 519 565
630 170 21
532 559 304
550 459 347
864 569 113
255 192 208
570 250 41
160 83 122
632 575 233
275 393 971
505 410 171
178 286 629
392 159 879
135 312 907
586 230 109
345 169 57
678 70 645
323 837 48
801 543 891
905 535 654
611 532 278
673 942 851
32 176 889
904 53 65
21 912 686
923 166 851
4 546 830
901 870 339
84 819 913
840 287 308
161 462 255
364 432 420
819 426 54
369 683 430
694 895 11
399 906 467
326 151 747
620 800 609
732 648 53
439 674 362
28 404 517
711 530 686
361 902 245
690 903 766
939 558 258
224 468 496
711 526 312
513 742 363
57 845 883
216 365 847
490 758 484
718 494 637
699 936 585
900 852 552
504 268 45
472 402 579
731 378 386
23 99 394
782 844 51
333 511 906
457 815 65
401 904 483
915 226 169
387 828 801
542 454 243
178 574 265
380 269 115
535 515 843
374 464 617
801 289 919
352 502 25
301 375 533
179 258 620
909 896 530
911 935 185
351 963 211
921 544 376
177 940 561
585 101 310
137 642 52
902 760 314
771 255 515
362 163 717
84 336 696
23 646 243
919 309 624
670 917 343
502 772 91
668 683 765
603 88 962
138 698 930
721 613 398
92 888 427
263 932 933
308 595 322
665 419 907
75 658 539
922 909 476
406 420 681
95 85 246
723 707 836
695 221 28
187 202 735
200 732 992
313 437 293
406 533 646
905 565 695
195 861 504
311 11 367
951 321 152
257 93 410
205 254 468
702 784 10
807 718 880
716 531 457
816 593 956
686 959 272
47 145 41
421 725 222
634 824 43
403 163 876
511 504 93
644 802 923
749 867 551
91 832 418
142 84 195
665 660 718
480 950 818
538 570 943
638 839 662
274 649 636
941 550 616
474 614 280
674 923 430
78 522 984
303 666 656
502 571 853
340 216 634
400 231 132
51 29 119
495 547 461
572 67 696
64 542 732
50 707 428
412 591 700
188 644 804
431 635 300
891 564 355
399 69 359
709 914 800
913 855 546
939 806 989
850 704 333
449 193 357
283 414 620
395 217 14
199 852 992
561 220 761
755 790 950
856 334 58
188 849 498
231 794 227
219 965 663
298 828 826
124 244 687
868 138 109
513 815 673
842 887 409
410 566 200
3 482 798
73 874 464
94 435 589
666 882 887
114 174 61
679 938 534
193 330 110
847 160 331
645 71 201
360 718 608
652 249 190
82 739 930
958 318 382
216 174 833
11 429 432
302 676 461
81 849 356
332 633 109
183 27 866
49 205 656
65 806 399
206 158 884
257 331 601
437 632 323
290 959 612
524 60 911
149 244 996
883 57 407
191 501 881
797 372 294
158 619 306
494 254 378
165 883 69
626 99 443
288 932 104
49 91 654
93 666 124
851 384 575
380 56 769
205 437 960
570 877 874
862 493 468
483 806 217
398 857 494
476 364 788
153 692 725
166 775 109
150 200 503
562 235 404
749 121 650
598 12 43
104 23 26
797 659 893
580 289 590
490 782 839
689 572 4
580 784 717
187 879 929
898 189 841
556 406 603
347 398 111
27 827 625
43 908 265
316 794 90
830 104 937
739 118 242
598 690 156
313 472 765
825 894 41
283 270 357
942 960 831
930 686 288
570 493 46
684 894 513
277 305 386
178 663 391
666 162 741
876 726 905
861 737 729
839 447 394
474 634 345
907 389 517
41 139 226
773 386 395
818 646 166
501 262 901
436 98 57
653 278 642
240 666 974
447 364 421
144 854 236
361 241 390
130 761 585
29 5 543
839 230 599
464 736 517
659 920 760
602 607 663
740 541 228
326 956 554
753 352 391
753 14 120
249 127 513
723 665 934
897 783 267
87 893 368
146 191 100
772 537 425
298 926 78
902 639 699
29 148 415
640 632 382
645 598 527
4 734 852
345 598 485
234 510 933
378 658 319
355 502 997
504 228 647
492 891 637
444 880 332
609 169 132
6 937 673
248 223 477
513 696 84
849 336 23
13 650 895
64 817 742
34 183 788
563 75 234
531 783 70
8 334 934
851 645 554
56 100 771
83 168 781
470 894 427
126 456 95
270 660 293
414 426 720
462 231 775
450 954 257
747 411 673
859 785 747
334 73 704
374 635 95
171 187 871
116 172 346
417 764 66
769 228 926
432 162 926
40 117 241
254 314 875
736 586 322
750 518 597
248 482 922
773 523 117
358 768 156
797 844 510
567 106 297
468 960 837
438 430 452
945 660 874
660 263 462
492 430 464
686 535 844
236 900 466
142 22 879
64 643 25
408 434 937
21 327 180
735 391 961
696 857 486
275 387 591
64 237 553
402 800 664
730 774 108
476 642 477
489 906 890
396 689 48
212 622 708
346 52 260
585 624 245
504 325 45
627 476 243
714 473 73
109 754 450
585 379 15
640 912 808
879 593 197
388 298 565
799 424 519
306 759 673
933 730 546
103 411 412
953 431 513
95 221 134
857 852 69
364 897 567
522 366 981
101 56 966
696 920 378
782 282 403
531 117 33
242 669 43
632 193 983
741 617 110
521 669 967
363 241 676
200 168 316
160 541 874
395 224 525
401 226 756
791 17 528
102 446 963
331 672 399
428 904 253
250 947 721
377 187 324
393 514 593
567 236 303
815 723 887
98 151 402
144 854 189
505 967 416
384 320 88
572 852 762
821 348 557
517 874 466
912 387 726
815 842 357
922 263 21
686 623 256
828 874 660
597 777 800
457 202 979
131 671 507
423 481 640
177 65 747
811 58 907
91 427 509
905 570 105
362 171 751
124 654 839
724 101 144
757 647 43
69 714 913
551 381 207
125 324 404
846 723 892
654 75 274
921 319 630
406 784 878
763 82 788
245 590 514
280 116 530
207 9 551
965 244 575
303 238 535
511 237 718
142 859 936
193 855 292
321 725 79
446 829 217
817 362 478
733 791 65
267 725 68
11 633 619
315 26 460
218 489 575
828 674 703
383 824 763
738 779 154
766 863 230
155 648 518
635 892 201
592 514 301
735 41 464
482 559 213
211 608 893
473 181 637
900 797 389
572 620 676
742 815 323
626 13 636
750 671 569
591 186 834
730 22 375
275 425 801
500 252 135
56 501 183
843 242 831
382 320 832
411 864 415
345 744 224
109 87 991
437 618 515
608 123 820
174 800 390
826 522 583
365 522 23
68 134 832
45 936 94
350 625 230
115 284 182
949 567 87
207 42 659
963 338 283
617 113 81
706 915 624
868 577 869
762 633 197
516 257 710
415 214 651
79 963 42
754 291 272
334 66 473
440 416 871
289 786 670
424 30 569
178 214 773
108 525 41
570 601 905
471 106 230
813 787 592
366 954 461
542 660 279
314 140 672
896 35 421
640 634 343
414 918 8
846 961 155
676 821 337
771 751 358
751 932 941
848 382 673
315 179 752
630 239 961
516 107 34
824 442 31
551 375 399
112 652 71
924 575 203
143 949 602
63 81 313
791 843 65
176 905 562
444 625 188
815 253 398
30 513 138
777 7 284
132 195 171
869 181 76
469 238 375
220 31 534
329 234 886
897 831 896
434 284 622
275 235 354
575 169 130
26 545 977
816 348 975
765 173 418
39 967 689
694 511 261
638 456 34
608 831 591
525 765 494
649 126 202
711 552 799
455 213 837
323 764 373
755 209 913
182 430 294
461 57 301
930 701 548
217 191 512
237 945 4
838 116 657
36 153 703
375 866 726
885 79 570
229 10 148
225 234 205
346 491 680
423 594 796
338 317 907
767 650 133
386 89 101
46 178 782
903 868 638
894 839 329
850 718 68
425 751 412
939 301 767
228 945 671
487 874 662
195 247 409
708 235 639
844 805 160
124 391 709
524 198 985
353 853 287
737 555 485
722 712 96
404 487 14
830 286 712
476 27 812
697 918 20
300 222 93
122 299 561
830 27 476
102 922 879
322 657 957
402 101 897
16 228 447
942 841 355
808 636 715
483 222 779
844 11 426
443 674 192
61 47 990
880 194 205
219 779 618
207 957 603
307 21 759
745 540 501
78 669 337
6 82 372
710 84 193
840 919 417
906 31 96
846 317 549
313 885 899
487 620 720
543 914 602
703 590 883
408 745 872
915 702 970
956 246 832
448 366 373
78 914 442
833 253 214
74 316 950
795 327 105
498 250 88
390 544 747
93 466 75
508 366 548
262 666 940
547 328 238
707 185 648
953 600 124
380 888 489
113 376 234
429 292 104
901 645 350
669 485 940
809 865 450
475 950 344
125 550 48
636 851 81
888 651 695
726 577 62
794 789 601
430 216 879
795 478 602
13 266 107
199 758 935
803 124 119
350 542 770
178 312 171
592 169 643
51 945 558
350 696 721
592 206 520
861 245 429
858 123 202
513 36 579
882 368 191
177 344 967
117 169 977
938 328 110
898 1 15
677 660 218
584 79 88
491 574 114
438 370 46
624 243 70
242 48 92
695 505 248
895 557 186
933 287 226
394 613 288
394 103 441
960 167 718
190 900 912
57 103 969
877 276 510
947 953 117
346 471 521
454 929 106
235 710 89
611 158 770
460 792 103
151 216 870
293 630 832
343 870 317
292 550 532
123 265 803
495 74 356
118 173 356
57 872 499
930 349 661
793 363 665
420 873 287
866 327 485
282 1 899
384 542 10
486 414 333
63 189 91
898 871 977
636 822 783
514 690 724
335 413 816
197 333 419
574 447 762
938 955 961
160 241 124
265 749 230
937 795 878
287 420 862
160 628 222
459 281 566
571 614 467
180 466 737
430 296 764
789 55 990
657 34 400
902 239 159
181 776 344
632 14 613
119 931 177
855 868 583
324 192 117
964 37 333
835 871 254
167 517 733
419 351 202
832 472 999
875 344 941
73 359 225
303 9 267
103 78 279
818 937 394
630 449 419
298 144 175
245 364 747
287 129 657
225 732 308
132 508 605
723 333 391
55 799 651
696 333 548
673 624 33
868 245 895
450 431 805
193 72 772
442 479 901
959 767 797
749 146 110
899 736 32
711 350 280
928 623 861
517 323 708
930 607 572
712 642 695
735 682 501
216 932 634
665 467 520
325 563 883
43 955 432
482 47 854
268 905 688
515 906 353
155 223 732
833 750 371
141 952 520
660 100 922
527 741 259
1 125 358
174 16 775
283 50 252
368 613 225
165 235 656
20 915 881
266 186 341
466 718 728
520 269 928
546 560 316
427 933 504
51 133 325
80 210 244
697 751 914
168 164 692
651 462 738
902 702 79
503 530 356
413 338 685
194 629 869
91 20 273
923 665 335
265 223 504
804 250 592
490 486 877
806 347 135
170 643 944
765 400 349
577 764 530
71 8 497
553 727 618
236 20 550
48 685 876
469 685 257
131 403 190
753 133 395
569 292 678
908 835 752
262 171 821
489 1 909
942 475 146
776 674 976
500 283 611
234 23 958
214 288 453
84 387 188
414 904 838
924 386 231
819 835 264
11 470 661
227 774 994
179 891 402
127 671 185
351 123 462
94 489 703
614 775 270
31 377 98
844 134 37
783 821 101
170 355 684
313 235 788
203 319 277
109 283 87
300 738 461
522 297 811
279 745 783
217 941 684
191 659 91
432 60 171
442 820 760
184 480 835
562 727 592
426 745 664
812 825 131
419 488 84
710 586 48
548 135 182
72 726 62
232 297 951
346 6 985
734 510 438
214 958 920
631 65 123
640 812 580
528 770 725
678 933 196
108 402 485
673 735 961
307 305 673
304 463 83
258 627 303
88 670 325
443 591 170
849 770 133
101 157 176
728 686 874
119 672 964
81 749 920
652 371 907
161 799 97
697 742 56
626 55 230
858 808 971
365 175 703
617 358 31
650 217 375
947 599 278
850 356 894
810 779 803
165 475 957
852 705 713
668 9 907
487 812 401
626 756 966
21 754 214
313 107 595
366 187 297
548 17 754
107 661 38
839 600 63
708 513 116
134 57 913
864 108 9
697 627 32
304 462 467
53 221 786
889 827 789
813 28 680
92 347 890
73 158 218
815 538 357
109 332 219
221 915 716
384 500 53
384 392 691
554 316 533
540 892 270
38 640 959
81 694 753
653 17 966
877 881 948
168 394 265
121 850 279
942 921 832
301 224 507
155 333 459
329 397 130
276 27 552
553 538 627
382 574 921
730 770 394
166 748 187
814 222 104
298 390 864
221 457 99
136 716 697
588 947 379
57 320 14
605 226 562
93 942 40
548 545 930
201 5 177
178 213 42
416 138 943
532 896 159
323 733 952
84 329 998
353 120 276
106 482 245
733 158 681
670 647 996
967 640 628
256 712 777
213 19 161
799 749 345
637 591 675
2 742 415
925 575 699
536 563 309
824 301 441
302 317 957
673 622 498
418 954 215
281 384 373
18 286 689
584 774 585
500 609 717
28 731 560
819 349 246
763 658 458
303 161 893
876 845 787
940 254 463
507 601 258
146 607 754
110 246 740
221 462 693
325 355 587
382 441 823
95 167 869
801 704 186
19 933 644
594 22 266
823 182 161
903 11 963
155 479 536
577 689 445
91 55 518
66 176 975
286 934 384
328 922 366
362 363 681
755 680 996
464 571 784
911 473 236
537 533 379
963 32 780
601 144 724
421 657 597
64 827 565
124 468 290
944 811 29
450 511 170
580 889 713
36 272 450
195 892 423
919 370 19
607 95 684
593 105 35
775 803 52
690 919 648
181 418 819
6 30 237
279 573 409
152 137 592
1 883 954
257 194 125
513 808 276
848 424 162
802 648 581
922 742 112
441 780 189
35 902 134
171 247 419
826 845 959
528 114 10
358 627 544
33 892 320
52 658 248
909 210 791
822 293 199
669 31 632
116 868 387
605 886 18
5 567 809
303 399 601
816 528 292
473 77 789
363 581 223
965 775 154
12 169 20
785 877 176
691 594 705
302 213 162
118 645 858
551 62 782
67 228 165
143 220 930
219 446 135
529 598 1
186 105 679
533 201 958
377 849 880
777 331 143
645 212 525
544 714 327
777 698 152
687 825 316
789 55 209
594 11 226
566 136 261
552 905 970
626 858 906
482 801 29
77 661 962
772 200 514
245 232 777
650 59 128
487 682 853
12 891 823
896 103 134
314 748 639
242 954 835
612 55 702
720 719 293
273 861 4
344 505 567
259 465 345
481 117 73
247 720 55
224 924 237
399 53 122
198 688 101
565 831 225
122 896 94
670 405 488
949 922 718
886 6 845
589 699 844
171 647 297
278 300 430
188 387 663
389 21 337
692 476 59
586 295 504
477 408 73
12 485 974
829 728 507
471 660 445
619 285 10
725 380 909
237 830 686
420 958 177
700 105 637
594 554 480
9 220 54
181 855 425
770 200 920
5 108 334
912 789 97
632 299 864
405 588 991
639 301 923
874 79 238
70 458 637
946 6 367
222 405 976
673 439 835
637 619 823
227 488 424
957 904 51
771 342 488
82 407 279
29 155 485
240 197 881
879 730 890
127 6 357
348 606 589
595 947 848
720 53 564
391 694 94
596 853 413
805 530 337
151 413 823
940 409 800
822 572 295
163 558 62
597 703 270
794 910 441
628 870 655
389 422 536
913 555 153
776 470 839
133 282 347
671 422 55
798 794 39
858 900 530
144 128 406
44 905 40
496 901 150
947 237 652
148 878 348
678 954 316
870 413 46
716 417 113
917 143 519
334 312 238
328 551 878
524 724 360
252 629 254
425 693 455
810 752 564
795 101 608
566 731 989
965 923 751
664 459 433
371 387 65
376 350 461
307 365 133
206 955 68
3 889 180
265 29 103
360 527 141
484 766 623
790 878 553
352 118 871
138 426 470
648 931 320
556 888 172
373 690 352
402 869 56
89 965 860
384 830 837
47 393 30
698 272 644
539 341 193
895 892 198
537 486 745
715 645 268
70 897 596
654 156 376
161 773 241
732 917 363
757 704 684
35 644 533
952 276 267
773 273 410
307 194 928
326 167 642
120 241 115
235 829 850
7 760 748
653 732 340
206 684 589
908 237 807
769 731 691
831 150 689
582 849 395
850 484 609
680 1 447
718 627 237
60 662 82
134 646 238
507 703 310
521 40 407
112 759 309
72 374 343
821 547 205
422 147 237
829 732 897
381 412 773
418 550 965
155 670 220
57 536 160
106 419 331
85 707 174
398 282 219
171 466 345
919 665 693
597 777 463
683 106 149
145 299 780
260 638 435
862 570 815
686 599 444
127 549 208
246 781 456
846 325 236
195 607 949
880 182 811
717 436 884
137 5 953
395 198 822
140 385 266
587 363 597
858 645 949
942 443 324
305 500 527
208 579 227
505 910 139
760 160 622
749 467 387
275 47 598
508 439 479
138 299 864
29 146 453
886 32 887
952 98 229
742 492 239
492 86 888
565 498 208
808 758 606
775 410 148
305 129 720
412 549 909
161 62 775
475 203 31
889 420 224
579 126 691
581 944 50
462 596 808
682 121 800
154 639 821
772 921 560
821 461 282
515 330 752
794 607 555
849 926 761
110 802 847
723 545 33
202 928 558
307 384 54
539 784 565
711 841 417
824 246 706
117 576 15
178 411 878
214 476 277
205 853 605
469 789 275
911 699 859
662 892 463
2 151 496
374 250 356
477 87 737
876 133 540
499 172 9
20 244 335
128 418 437
678 498 916
754 327 190
900 781 485
192 558 578
331 80 651
289 192 647
484 919 761
527 106 957
899 881 181
519 683 532
512 658 961
455 566 197
796 347 834
114 575 743
476 236 865
236 279 159
672 641 868
505 258 942
597 128 944
115 824 617
607 354 435
854 668 487
842 659 219
772 600 983
496 145 347
866 485 672
678 18 436
88 915 212
405 388 251
798 130 232
759 47 639
677 807 147
196 517 177
690 106 34
8 526 597
509 523 923
276 432 801
334 468 949
405 921 384
41 462 456
794 191 947
98 617 950
809 380 248
608 1 1
258 282 758
338 941 472
779 889 574
136 354 361
424 926 994
417 766 297
957 278 966
673 276 978
577 596 672
777 840 414
964 165 783
379 896 289
8 359 461
603 505 236
789 653 943
