9629 29338
6827 5477 -824
6520 7641 256
7974 7870 -585
7011 3225 -736
448 7347 786
6969 8750 -941
6695 271 56
6161 2905 47
3387 6892 -831
8261 8663 -477
4469 4770 -681
1212 8182 979
2607 6210 -558
5743 3157 -213
1130 9213 -550
5452 2189 373
5108 4759 274
7373 7627 -576
3229 3311 664
4178 6517 124
7678 7640 -756
1673 3765 396
4639 8254 659
1632 9232 764
8203 6976 467
2318 7446 -797
1426 5102 49
3939 906 780
6591 8409 550
7590 3853 415
4967 9071 -594
9497 3112 -298
5153 3042 -388
8664 7406 -415
8692 9538 116
9048 1710 633
6751 2500 715
4934 5750 444
7489 6341 103
2844 5626 621
5322 904 -476
6876 126 97
1504 576 -814
2056 2861 653
3864 7041 562
2758 2364 -110
1296 812 318
627 2996 -988
6654 2052 146
3080 7534 614
3000 797 722
3964 4244 -337
2523 8567 -609
614 1195 455
7694 1191 -607
4066 536 346
6322 4738 -144
6360 3945 -401
7275 444 -450
4950 2240 344
8356 2899 -803
101 6113 721
6848 3243 -71
4635 8040 361
1327 8846 925
1203 4745 607
7879 7718 -210
4219 492 180
8693 5155 -476
7629 888 -551
1125 4965 757
1719 7534 -838
1292 2999 -180
740 2641 468
924 6528 -737
4088 1119 -676
6452 3981 637
4506 2694 755
2343 8912 -92
1918 706 215
4727 1055 546
7238 363 777
698 8509 399
3188 9482 617
3815 4804 -54
5704 1292 260
2449 9378 758
5060 311 -729
8307 7618 360
6847 764 465
2288 7424 711
8239 9360 307
8693 8961 -247
1866 9492 912
2528 286 285
5209 2635 -843
4200 5921 -363
6199 6226 -51
9623 9447 -989
8660 8930 -284
1991 680 -485
4057 7972 507
1212 8899 -276
1296 5984 347
9144 8456 644
1025 5660 402
5210 8000 -756
2371 9019 -343
8863 4740 7
663 1502 636
5707 1088 189
180 7178 -303
5382 7563 -966
891 4742 -177
2450 5367 624
4883 6019 -943
240 191 -612
189 9299 74
3528 8222 22
5088 1002 40
5409 3277 -443
666 949 126
5065 8405 -444
4725 8900 -810
2799 7477 186
3135 3667 646
1646 532 -284
3611 396 960
4716 1295 -868
5087 2028 573
4261 9251 -750
2394 2016 -118
8798 4605 -52
2629 5552 -438
4364 2543 602
2726 6940 204
3378 7255 40
2909 6381 687
4132 5963 -761
8998 5110 -780
1485 2388 -772
8745 6302 -421
5010 5194 381
5274 6660 -141
1084 2955 59
1986 8818 -817
3643 7906 506
1124 1384 146
7949 6730 -428
5159 1370 360
8969 5685 -111
3416 1123 -868
1692 9234 940
9606 7721 -563
1189 2484 -482
2407 5192 871
4627 1649 101
6764 8896 -765
1397 768 -549
6450 7660 -296
8631 4399 -15
1555 1580 -366
7385 1878 2
7564 9275 -6
8646 2702 -907
3048 2031 899
7104 3743 -669
4243 5248 -571
487 4460 -188
7329 858 -169
1143 2180 151
4020 1436 -799
9129 5482 657
5114 5648 -357
811 2805 -266
7515 8092 -256
1420 644 464
3282 6588 -759
1410 390 131
898 4196 197
4126 1613 -773
4758 862 64
3172 6674 -497
534 8688 -256
4858 9233 96
7786 3964 65
5092 3149 330
2076 5965 -891
9438 8559 406
2657 2112 535
8655 3842 306
7995 6732 -817
6340 5158 65
3115 6193 -718
2889 2096 918
2753 1200 433
1482 8795 -36
585 1558 -560
7417 520 -432
8528 714 -25
9097 138 693
3696 6771 -520
2490 4884 113
1723 7423 -350
5613 8691 -59
9076 5158 196
187 8176 863
3135 129 -282
8541 814 -509
3041 7299 -113
4485 4551 -62
2915 5411 -606
5222 9530 66
7598 1381 -713
8712 9223 -115
7736 2255 156
7074 3542 786
7512 4085 776
5744 492 555
634 3138 -319
9547 6153 886
3685 6984 -408
8132 4152 -80
7517 8213 -117
3968 5827 789
2898 4525 -324
257 8388 -515
3028 2039 792
7691 2378 -121
2252 6425 -184
3979 7785 -48
3835 6781 687
8444 3740 -891
2919 6461 688
5564 1547 -915
9352 7403 -744
1952 3675 -619
6419 2893 927
1133 7266 768
1864 9576 -42
1225 4298 -834
5094 8815 -641
2514 6516 310
1157 7824 154
9241 1616 655
4384 5567 852
695 1745 586
5230 2014 -499
2648 4978 -94
8177 3941 -740
3155 744 -489
2964 8090 -614
8667 845 306
937 3628 -699
8759 4724 -747
8844 4443 -721
7264 8520 -888
6991 8273 85
1448 1716 -354
1363 664 323
4725 7925 440
4756 3542 625
2543 8414 -183
6387 2322 -562
431 1587 -883
5491 11 756
3118 9619 303
128 8527 -117
3200 3543 713
7928 4342 -887
5858 7444 -278
6783 7037 408
1439 2747 22
4963 138 -947
5542 3401 367
2224 7253 21
2229 9154 858
8647 7092 -21
5292 7955 -12
5759 5989 286
1763 1568 -657
9348 3214 650
2649 8554 -254
5421 1383 -87
6490 2256 283
1303 2276 -915
4964 8839 814
1247 17 339
1215 7311 -378
6247 5618 -999
7324 8224 376
6598 1757 44
1397 6030 519
8528 6257 284
6745 5041 840
4301 7254 233
5471 8240 638
1579 6536 -63
8447 336 859
2246 3883 -7
4259 1731 127
5899 5779 282
704 7356 -523
7883 348 -401
5445 914 -195
5596 2267 -463
7863 170 485
5796 2652 841
8129 5781 107
9062 6071 -457
5690 73 839
124 5243 536
6829 3552 -748
2837 9417 -356
8183 2050 170
4696 8481 32
2196 3035 539
8196 2655 203
3221 1230 -906
165 4227 -77
2669 6699 544
1708 690 -320
8331 3171 416
4457 1875 -991
7618 8125 81
6630 2386 71
6739 8777 -599
5120 154 496
619 8187 277
3721 7107 -230
6195 6218 -548
9243 2749 151
5611 2477 58
1087 1568 -945
3069 4742 751
8086 631 -798
7969 7131 -994
3179 7465 304
5122 7489 -776
8912 271 -33
1489 4168 -260
5578 2578 -730
8728 2945 -72
8580 116 -679
2969 8852 -821
359 2721 430
1739 1892 -353
465 6275 781
5518 2932 394
5506 3452 327
1382 5411 604
4566 1705 107
3720 7324 298
4765 8254 310
1118 7206 -79
1051 7533 83
5235 692 -886
9376 8634 900
2629 4061 993
402 39 -868
9314 119 566
7507 1812 977
6278 6315 -696
437 4669 873
506 7418 -724
7883 6453 615
4960 6225 -581
2333 8863 -798
7492 6400 829
339 5690 351
4180 4763 -481
9222 6772 989
7237 4063 828
1322 9276 831
6387 2264 -522
5960 7313 198
4661 6551 -161
15 7770 -245
2432 2369 -205
8551 3020 104
591 939 -745
7113 386 907
3102 5450 548
386 8318 -100
6831 7443 -454
8174 1928 617
7009 9527 -80
1590 1139 897
6257 672 481
6303 413 -427
6129 4995 -625
3427 5966 -44
3599 7854 -787
769 380 -25
5932 8173 482
5041 7894 834
435 2916 37
3496 4499 -582
6394 8056 667
533 5653 -941
3457 1738 -610
7558 511 754
5093 1568 -604
8975 2924 -36
4581 4916 -607
162 7698 -330
9598 2103 426
5592 553 336
4107 5431 -702
1 6052 563
5014 7115 -844
9048 152 910
2226 4568 885
2555 8837 172
5080 937 421
5253 4610 509
4315 1703 -787
80 3308 68
9438 6832 -113
1012 7924 307
7803 3893 291
8837 7802 -313
6983 6994 176
3843 5722 -523
4052 7901 -555
1600 1115 -987
7218 6119 -67
3134 3774 -124
4374 2854 325
7262 2799 -100
4853 7366 735
5001 7269 -901
8122 3473 92
8939 3424 -231
2460 6214 -108
5032 5570 417
7058 5929 579
2416 3433 714
5260 3582 478
2903 9063 -157
7499 1317 157
9092 918 582
3493 5666 -822
6600 9606 815
413 248 -965
1736 6836 728
844 4457 -934
8474 5376 22
8664 1148 -725
8125 6826 945
2031 2409 72
4002 227 51
7702 6838 -261
2872 4353 -260
2267 7696 104
7786 7895 -25
9136 8823 272
4813 4804 -71
136 1686 429
8321 8256 -975
5662 2340 -516
5781 1383 300
8266 3582 895
127 1779 -157
7896 7418 -303
4349 2110 751
2376 6399 -790
3832 6878 -163
7746 5518 -564
841 8498 74
5870 1036 301
8092 8960 -224
5711 2415 -100
6495 7541 -786
8802 3766 326
7482 805 -483
7217 2068 363
3132 9208 -640
2017 6928 -772
7912 1311 -859
9591 5188 -943
9180 7344 459
3848 53 -454
2713 7653 484
77 3533 -373
7381 7327 -344
34 5725 827
5563 3416 137
3661 5393 309
409 2762 562
281 8504 722
598 1955 51
7570 5236 -569
473 9266 785
9387 463 158
5930 5214 247
2318 1589 384
908 2161 -162
1421 5848 295
1412 9264 862
9243 8763 -881
21 4638 -907
8244 8675 788
9382 7850 -223
1226 7217 871
4849 1167 611
1407 6356 468
6629 4456 572
4130 8949 357
6322 6979 274
2098 5081 946
4066 8624 -124
6147 2198 778
8860 6151 -823
1807 7989 126
3345 4558 764
1709 4792 -698
4269 951 585
8564 3269 -863
3004 4323 -41
1012 7944 635
3220 2912 548
8438 9227 721
8459 8614 225
5259 6694 371
7698 4789 462
6898 2773 630
1193 5260 725
6240 5679 708
2148 5346 453
3210 8279 -971
1301 2424 -366
5890 6226 618
681 4117 781
7009 6023 -725
5917 7624 328
171 3444 141
2404 4069 109
7827 7734 -697
4396 6705 -870
3877 3566 -871
1355 3046 -410
1115 8559 334
9142 4078 883
3640 1207 689
689 5052 723
9255 2904 680
5979 2957 -971
9521 3258 644
4615 838 -408
3072 264 -452
3883 4230 158
8444 3137 192
4959 5831 -965
7808 984 -402
6339 1692 -214
551 4633 513
4880 5229 -563
3729 6933 826
8820 4312 -667
7450 3451 -407
5986 3727 713
15 5241 853
3434 4257 587
6589 5716 -323
5269 3063 529
1853 7036 551
941 8954 146
5642 5443 884
9591 3643 -389
9556 7038 -523
3269 2351 961
1690 7792 730
8549 3210 -411
2503 5371 -236
8829 1953 -987
8010 3793 -949
3273 9567 791
1317 5277 422
1434 8128 440
8227 2076 616
4748 2252 -255
5243 2776 -728
6917 44 125
1689 7686 613
6955 103 -213
547 2565 -703
8046 7647 347
5631 8733 -430
8020 3402 -894
4729 4075 873
4767 6276 -605
3592 7275 -968
4806 5763 -383
9628 2058 641
9628 3133 862
7814 730 816
4832 1207 259
1073 7959 882
9510 8214 -148
1217 4825 907
7345 4238 783
6862 4717 -469
2121 1103 482
2169 5347 327
427 9525 205
6148 9318 300
599 1498 678
8344 5268 845
6431 2961 -341
3097 8098 150
6142 6988 413
5587 8580 760
2597 425 -82
5545 315 346
738 4935 -815
7410 3421 581
4450 7176 884
4565 2314 137
7807 8589 -576
1136 8608 -867
802 2884 729
8079 1099 -475
7208 1893 437
7763 1306 -766
8120 1232 -919
3256 3238 -584
9023 9329 -152
7901 1032 33
4746 1726 377
6875 3780 320
6327 7479 541
3467 5906 -259
1659 603 610
6217 1243 237
2352 1512 142
7835 2924 113
3541 7777 -137
9504 8806 -445
6735 7867 -559
7869 1623 541
9516 7317 -784
6461 3630 192
8869 2424 -23
4343 4255 495
9509 7374 820
232 4044 -136
3084 9376 211
9628 4141 356
2326 6576 770
4788 6152 -219
5408 5989 -363
1224 1586 845
4023 1985 -570
3907 1166 535
8431 4922 -197
1514 4746 -217
7491 3494 -347
2666 5442 149
4804 6482 -502
2361 2512 -19
4763 9290 -620
4119 9082 237
1915 4041 317
3074 1127 532
1840 2592 -555
4504 2789 355
7452 795 583
2549 8735 300
3302 9320 -698
456 3730 -978
8014 9140 -270
2863 4002 -109
9462 6474 -493
5368 7533 745
1558 6073 517
5238 8623 -31
1059 5286 -960
2886 1571 -457
8294 6573 528
9515 80 572
5583 603 -412
2178 6903 424
8818 8694 425
9000 3137 394
5201 2276 172
3434 4005 -443
2763 2129 610
1929 3206 925
3773 3042 -854
2352 1620 -285
4560 2077 914
8524 4852 -918
6661 6015 302
6045 2155 780
1302 4091 -786
5703 6677 907
3038 1529 -759
7973 8954 698
194 5493 -280
8389 4226 404
6930 2133 542
6209 271 -678
6021 7800 -147
8179 5843 -693
2227 7198 47
6206 1553 -651
6369 6283 -986
479 6082 -68
9212 9350 866
8255 363 -582
1047 2834 -128
6291 6769 -706
9412 2353 329
7550 2840 -834
1599 1272 -541
4860 7373 89
191 1494 417
2561 5496 835
2606 8738 -640
6013 5574 -493
8571 9447 -289
2611 6852 -723
8638 1365 -250
6326 7668 -274
4527 5398 339
8777 9100 550
3397 4056 -646
994 5836 152
6771 1256 516
6605 6426 987
927 6185 731
5001 2925 -758
7856 8872 -205
8022 496 554
2736 949 -861
3426 3802 -588
7583 4758 -361
4250 9249 -606
3134 4150 -111
5487 2518 -238
1713 8961 997
4914 8467 95
4367 7803 667
3155 3303 380
7940 4598 70
4412 1500 661
4300 813 -405
8278 1965 20
8186 3836 342
8820 1379 949
3943 6912 -301
8213 2879 337
2741 6493 635
6482 5768 716
2549 6841 -880
7753 2785 -118
8711 5770 -156
6144 4465 -552
7337 3194 -830
9587 3545 497
301 2532 746
9356 1399 -76
3342 5976 -547
4397 732 -125
8913 9043 -417
367 6971 -330
2281 2194 764
6984 2732 -606
3559 1194 -250
5900 9505 -671
4294 3623 -82
7268 8202 -717
6715 9233 -782
8062 8410 -364
2871 8134 -219
5349 1464 -472
1464 5460 653
4038 8538 -101
3972 3336 200
7500 3944 -128
3463 2828 -681
9427 3916 -732
6498 9505 -939
4446 2648 -773
6807 9188 -641
5263 4487 359
5696 6919 -522
504 6035 -163
6105 3348 367
4414 7107 -923
5969 5202 -455
4872 1579 -846
1543 6057 -564
824 2798 -444
3431 7117 188
8763 8848 -130
7605 7319 -508
535 855 251
3376 7994 578
8836 1357 898
419 7547 -654
6274 4279 819
1382 8049 -845
1365 3235 -643
7102 3564 -506
568 450 -213
6032 8319 -746
3241 8570 -228
9543 6630 -598
3693 2347 998
863 195 912
8255 9533 927
6962 2937 -378
3602 664 -793
3103 8984 147
2295 6261 218
1778 348 901
4123 7284 -299
2232 5379 606
5000 3919 0
3128 2452 944
894 5667 -502
8140 8160 -574
3801 6306 251
7930 2692 -83
303 4836 778
8392 5583 938
57 3706 923
2757 787 281
4418 1517 394
3337 3285 922
7629 5069 732
7444 4674 513
1725 775 -638
9528 1718 -249
8716 6973 -690
7553 68 189
1616 3860 -596
1776 3204 -667
6056 9319 -1
8377 4159 287
4979 578 -628
1176 2638 673
9030 8369 569
7719 3839 -114
1497 9427 -275
7711 6030 234
6362 5439 244
2484 1442 884
9070 4354 -528
8190 2146 -485
2947 5877 636
9549 9210 297
5005 4686 994
400 1245 644
6099 4959 -342
2932 6577 33
3057 3729 -543
7239 7774 936
5990 5434 281
61 5004 -106
1621 2632 -62
1782 6680 938
3584 2142 103
610 960 931
1708 2767 792
4072 8166 715
5459 5922 513
8043 4443 -877
8711 2342 -211
8462 3037 372
8887 2386 519
3158 2127 -888
1778 8957 211
2792 5637 -739
6969 6359 -640
725 9270 401
9259 2007 801
8115 5387 758
8222 2052 35
2538 2964 -219
4540 6762 -354
3391 2393 249
1125 4639 935
8138 8844 270
3950 1688 -27
5234 6717 227
7527 6696 999
8033 8381 -120
2274 9164 976
8614 9281 -462
6823 1949 -414
2665 2808 424
899 4883 582
6998 9604 741
576 4415 157
3614 421 32
5366 2062 494
4962 861 -357
9178 3341 566
1704 1942 598
1665 5432 792
8616 794 888
7924 9215 -984
5822 1462 -989
7150 1964 897
5494 3294 -7
2340 415 652
8723 7463 -740
8627 8826 484
7939 2272 613
9579 8862 -59
8331 4890 -438
911 73 898
9431 1075 -918
3411 4497 179
5640 7038 -308
1502 8805 130
7429 5148 730
603 3227 -867
8726 1254 10
3211 5700 -851
2348 605 -531
7221 3897 1
2349 8997 603
7455 7580 -456
9293 4815 -628
9259 1375 -556
2678 4315 122
2679 1051 -684
862 3899 -793
5743 7880 -726
3606 7073 -841
664 6588 284
5684 5926 -101
3816 1742 -829
5931 2405 -449
3618 7715 773
7147 7317 -213
1134 6714 795
8159 1909 -605
3319 2116 -875
1213 1160 -328
9193 4531 -333
6654 5415 599
6500 6016 -234
5706 4353 -361
3390 2982 -58
824 1232 -272
9227 4407 -256
2047 3276 -917
3508 8584 -406
5574 7681 354
8390 6807 945
7144 5429 158
1531 9575 -438
1206 3041 959
6162 1977 746
8698 6704 149
1971 841 -472
1613 3694 -488
1690 2539 218
79 9454 135
4256 4650 133
2500 3447 282
9523 9080 987
1272 2673 461
2249 4705 -774
8587 3421 -291
6662 6868 -363
7257 8561 448
129 5432 356
820 8871 -913
3691 333 503
7483 8006 -747
2506 7745 -845
8231 8788 -549
5894 4089 201
8145 2315 62
7625 5923 89
3010 8750 219
1926 8103 -281
978 9210 -19
7628 5671 -158
683 9308 -176
1967 3604 -462
2884 226 -707
9000 5966 926
7234 2205 379
7485 5904 984
732 4881 -659
6766 9462 -806
2926 8354 794
2453 1349 -736
8860 9520 488
5001 7990 544
1895 4122 -423
2244 1472 -482
8126 9154 413
7441 430 -920
5891 6382 895
5524 4504 -805
6816 750 233
160 7843 149
9421 4454 469
7811 9278 -526
9039 328 294
2548 4925 -734
3267 1297 -34
6583 6617 -418
4140 5167 263
6828 6348 -438
5314 7684 99
6501 3056 638
5865 3953 -656
5362 6572 835
4970 6158 -544
8893 3546 497
3862 2336 -43
2260 7449 535
2379 375 719
2681 7926 205
958 5795 627
4875 5549 617
5170 3038 -146
9017 8281 -47
3889 1022 836
91 6280 -530
5791 5083 -2
6772 7150 870
1235 3213 182
80 6302 -382
1575 6849 -206
201 1829 123
658 171 -633
7186 2222 -603
2931 5553 814
2377 6486 -332
347 2276 0
1722 3815 -614
2901 2452 931
9041 834 -849
6690 1743 588
8379 1333 -857
2056 3337 818
1638 8276 140
6510 1789 451
933 3749 -938
508 9444 -903
5493 7821 293
7939 8240 -504
