16
853 913
276 513 -230
530 355 -3
256 190 271
466 811 -27
484 6 -196
625 92 74
615 13 -966
572 408 659
629 666 697
154 499 146
264 87 -651
150 778 -569
49 213 -496
757 771 -329
453 287 748
698 817 -812
836 399 143
290 788 213
561 212 895
796 366 361
363 105 601
156 808 65
325 26 834
3 570 -45
67 278 -517
791 494 -330
495 205 -980
305 643 -75
770 59 -476
837 144 -415
581 849 4
661 379 -991
724 204 -938
518 343 742
414 617 -563
764 24 128
736 274 -360
402 197 -350
676 279 -714
799 308 619
96 512 -770
620 386 -863
814 845 -990
551 637 668
194 405 -800
336 701 469
488 492 -947
779 237 -905
282 575 -189
409 538 -982
686 730 -258
125 593 225
175 695 706
75 610 112
618 773 307
211 240 -504
277 675 -80
715 274 -70
785 588 -559
144 696 -703
743 546 -725
236 729 -152
6 539 766
522 15 760
632 13 -64
474 221 649
277 395 -127
443 527 166
34 681 -26
551 702 137
576 380 -623
467 739 635
133 789 -250
565 654 349
633 308 -486
88 281 981
423 143 -427
206 744 114
543 369 -719
646 499 769
786 397 -251
773 263 929
829 271 -821
166 31 69
560 476 -372
265 681 461
363 610 938
135 449 -932
106 445 -940
394 87 342
381 531 -50
123 836 638
731 173 -253
529 639 948
505 324 856
483 770 93
175 108 213
369 633 -470
787 387 -61
180 41 732
638 330 38
669 491 -973
123 848 935
769 67 -271
781 577 409
499 88 997
29 563 626
837 799 -121
848 50 286
447 786 35
220 174 829
670 798 -168
317 797 -133
248 158 -243
712 737 306
453 815 349
270 553 -421
220 130 344
9 506 356
163 529 -258
204 279 -812
554 207 -729
36 193 -81
78 749 956
377 582 621
26 144 219
604 758 -708
684 227 -19
264 635 343
514 748 -235
798 803 877
560 252 -678
123 135 666
148 137 562
214 164 -292
377 457 -735
389 233 278
309 63 -941
52 712 537
501 556 131
154 219 -772
637 799 -319
121 185 508
231 550 419
215 77 533
16 496 998
501 853 -770
540 309 318
499 392 764
168 769 -526
549 524 490
794 424 248
90 50 -485
449 369 765
624 28 -716
292 712 -56
425 730 713
361 407 987
51 645 -308
519 289 445
649 511 363
361 508 -70
183 784 -937
457 303 -497
382 730 -714
229 186 282
165 628 -881
592 721 -589
37 83 -598
172 766 673
601 159 757
455 68 -348
143 527 392
643 635 198
14 314 -303
303 789 -90
751 92 565
799 497 465
694 837 727
594 816 -630
149 667 677
523 156 -440
297 794 274
355 762 -274
765 592 677
410 443 302
664 544 -138
424 464 744
638 617 987
768 367 990
404 838 -345
442 136 272
764 144 400
581 35 145
30 539 881
698 194 100
850 563 893
356 424 -255
691 227 688
790 466 648
643 736 230
575 68 770
23 520 -499
19 414 -663
381 552 707
405 94 -117
334 849 632
849 682 -559
416 782 -253
258 509 847
825 793 -19
240 756 -334
373 264 -33
135 350 -274
241 63 192
696 739 -615
425 319 281
74 754 -335
159 183 398
488 47 370
201 15 135
421 529 534
611 785 -496
84 458 -470
34 45 -10
314 42 -230
445 450 -909
153 489 223
402 171 441
380 733 -830
261 102 918
442 263 -859
546 687 -982
171 105 46
530 821 -78
824 264 -248
61 701 572
847 793 -871
160 504 488
590 115 581
707 251 -854
360 683 672
664 299 -901
340 183 474
669 695 -408
809 837 977
750 617 -104
776 155 -458
191 777 52
570 774 -367
232 398 353
60 547 -817
112 405 -49
286 735 -431
484 607 488
678 657 -941
751 362 318
236 438 51
831 292 454
315 458 -871
739 117 -815
546 119 -742
644 268 -224
448 653 120
338 101 -763
85 328 104
293 588 -598
142 437 -207
799 194 -523
597 758 -511
64 298 -66
481 638 -820
302 708 -352
703 784 -456
584 256 -564
682 27 135
650 336 -516
530 316 102
354 250 73
420 116 868
659 131 989
300 23 -221
479 404 352
574 733 -463
600 602 -4
436 417 -769
484 735 -821
457 25 -131
572 501 435
553 318 -533
1 85 387
546 449 525
196 455 835
360 106 289
481 222 165
404 751 319
664 16 -260
297 766 -659
311 512 500
156 668 -389
740 783 -125
194 682 947
675 623 483
62 821 522
157 798 -982
853 421 796
679 358 -111
367 328 -280
302 78 -208
140 558 131
647 96 515
261 171 -911
685 501 -129
9 535 -360
461 19 -74
253 334 -327
110 558 -133
394 221 -44
394 646 -6
413 435 -895
668 211 -159
772 806 515
164 635 367
670 275 988
354 849 -524
739 24 720
839 629 -792
738 206 436
115 18 357
85 700 -426
487 434 -12
9 461 -660
523 201 -880
167 504 -110
565 368 827
650 69 -320
583 655 52
253 445 -101
508 23 -293
118 828 -563
263 262 405
193 710 -473
422 99 466
831 570 670
630 837 891
259 741 -439
767 22 179
43 496 252
844 310 452
813 126 982
479 98 -40
570 305 703
595 606 -769
407 514 51
633 720 -410
369 296 -753
149 4 96
657 840 -725
147 242 901
454 529 543
75 82 678
465 820 -993
141 3 644
361 585 701
13 221 -333
691 239 -605
487 529 732
680 576 161
513 639 175
203 804 509
764 511 -949
788 530 -405
69 523 -417
53 161 230
681 45 263
459 456 -799
18 214 977
368 315 858
233 417 68
245 411 544
576 487 892
791 386 539
606 521 -83
627 114 663
312 137 -965
232 228 885
540 774 134
269 210 -502
26 627 -330
648 794 249
174 168 -946
556 513 40
791 31 57
295 820 -454
223 755 -84
611 32 332
347 27 954
280 474 -566
547 719 -68
73 573 693
268 416 336
736 537 978
208 525 -706
814 117 454
153 39 -3
498 353 363
817 173 -949
316 513 -889
397 554 623
510 25 92
803 297 -806
719 739 -607
324 18 894
772 563 180
484 291 -97
177 312 514
118 347 -985
726 639 -518
382 91 802
655 420 161
671 685 305
182 274 -406
419 16 -368
276 815 -421
309 515 -712
117 757 -839
393 294 156
134 240 379
198 824 -689
217 456 975
550 640 -534
360 688 -290
736 547 204
219 49 -349
633 613 711
101 323 660
429 406 246
842 486 766
603 589 156
191 25 957
714 270 890
534 690 832
87 324 -862
45 220 708
766 716 754
28 71 916
105 25 573
772 259 221
689 102 891
570 499 -352
334 594 158
255 427 149
399 306 -504
115 415 683
9 115 -65
631 220 350
115 237 481
209 239 -345
759 315 -194
461 677 -792
27 394 581
289 216 396
418 589 718
712 9 795
799 134 -701
439 386 952
254 353 -705
284 329 -736
34 798 -108
321 793 824
812 106 -901
747 623 816
852 251 -969
524 362 -769
110 165 -855
759 365 -615
130 176 0
250 467 -449
405 504 452
527 204 598
254 721 -744
16 563 664
204 431 -69
162 487 -243
717 524 -429
806 208 -122
4 213 34
828 94 431
651 447 -2
312 169 -384
644 631 -350
158 328 -882
270 268 579
101 183 -317
32 189 519
491 427 -770
792 438 11
709 326 403
136 535 -804
540 78 463
593 625 -863
611 202 465
423 217 7
233 841 923
496 146 872
389 722 750
568 658 -528
39 114 -810
799 532 934
473 724 -981
467 9 -845
301 484 424
402 734 -954
836 581 768
696 431 -976
794 177 341
734 656 315
526 728 241
57 483 36
291 786 176
356 77 669
322 252 80
668 352 -717
374 828 -262
805 157 111
197 782 -443
333 248 658
691 757 856
410 127 -390
648 545 -727
290 347 132
513 822 -869
653 591 -998
838 620 -541
286 548 -165
512 535 790
189 637 970
22 698 -159
779 47 878
524 255 582
542 460 855
723 807 644
559 807 -921
559 778 602
536 362 -944
560 572 -604
512 776 -780
97 192 457
575 514 -985
735 804 875
851 17 121
270 821 -558
324 32 412
767 134 174
404 99 -939
368 725 404
46 347 926
310 29 742
750 684 -397
283 231 897
229 565 -926
634 690 905
546 659 389
683 607 -937
623 547 740
137 593 -231
74 583 383
639 2 496
61 709 948
450 126 -453
522 34 -895
225 816 100
124 37 491
662 384 -936
659 755 -839
820 600 962
51 197 507
135 67 453
682 259 774
499 270 275
78 703 -379
51 670 650
689 653 452
56 8 573
703 132 833
137 654 -204
211 844 -216
403 32 251
461 125 111
211 356 888
232 605 895
820 372 741
29 580 402
487 218 617
838 826 -766
728 324 269
39 776 -624
455 339 718
47 834 413
676 684 937
971 896
25 436 740
654 629 438
303 345 -596
672 889 -628
290 276 16
653 767 -34
178 557 -342
177 515 -335
786 505 -197
795 40 -844
720 105 955
849 348 575
260 107 515
337 501 -836
482 871 -263
89 732 904
546 917 210
506 703 -861
971 250 -606
433 885 -582
417 47 -211
851 763 -644
271 916 -632
80 800 -943
102 620 -404
177 435 -352
273 152 558
890 510 -96
410 798 575
491 412 -133
714 81 272
301 565 45
207 389 426
913 502 -503
637 726 -156
347 133 632
633 208 157
435 572 282
12 270 396
753 244 524
900 675 -625
966 953 709
57 31 -740
361 205 556
63 437 294
312 393 665
461 370 887
433 158 -163
464 179 -718
955 873 335
949 677 -268
965 592 -272
417 375 214
519 742 606
706 540 867
51 35 -906
92 520 -698
525 315 895
403 676 -635
922 122 472
558 444 218
65 126 -65
668 763 719
609 671 827
698 130 -728
858 823 -474
202 303 -299
792 725 80
167 568 -275
269 372 797
295 86 356
855 354 722
508 928 919
382 807 -421
881 671 197
374 307 268
502 541 125
401 498 522
909 351 -218
590 407 324
695 61 163
392 337 -381
350 868 -904
781 959 -901
647 871 -382
578 958 -163
566 493 -81
919 375 988
31 218 353
757 106 10
298 662 63
411 630 53
937 280 656
97 659 935
848 102 -54
926 539 516
555 951 -585
666 773 -525
556 332 889
282 238 700
957 192 206
743 467 -270
965 575 -268
766 149 -416
553 797 -907
684 329 -892
664 539 322
533 927 -830
557 88 916
90 62 727
84 897 -173
607 871 639
360 106 83
624 669 354
823 919 -582
109 576 -253
614 781 96
617 934 78
586 282 -773
5 898 -205
579 886 421
856 648 93
900 495 -283
809 794 -483
510 310 792
485 607 698
587 549 -926
313 873 177
643 572 803
629 154 -806
803 830 307
416 153 288
83 359 -630
433 924 723
442 92 -582
299 870 -977
166 751 220
260 221 -877
66 274 84
302 597 915
110 407 -856
836 962 486
359 632 -452
639 597 153
460 622 -239
484 255 -447
766 77 977
336 341 -293
868 208 -753
119 858 -107
81 931 -915
677 474 516
665 802 -723
404 538 -936
306 497 -192
546 654 131
929 19 719
10 852 683
830 315 711
624 706 626
846 114 -24
845 931 389
814 745 -65
240 96 -794
466 964 -762
417 506 893
928 143 -40
407 298 -600
203 339 -123
368 936 -525
803 273 -596
316 726 600
838 64 868
152 15 -845
71 703 771
103 63 582
484 159 -858
2 25 -84
835 278 174
862 366 982
480 374 783
231 605 278
263 229 448
902 458 -973
763 952 931
560 353 -354
912 324 580
536 365 474
19 493 -826
925 435 960
716 277 -614
929 150 -167
607 787 -391
893 390 129
82 296 -353
669 208 671
56 895 -957
686 84 -760
715 420 933
335 803 226
679 457 525
682 627 -326
564 198 368
187 943 -981
290 689 705
231 300 -940
683 823 -824
614 493 -65
729 353 510
818 826 109
246 270 -980
289 346 -38
518 275 -81
94 666 -245
181 300 -965
532 154 -314
752 76 631
867 759 803
637 86 -490
88 192 -756
395 219 185
219 499 63
646 221 -769
646 348 210
535 198 -176
530 562 634
269 390 523
590 681 -384
946 228 280
272 827 -582
785 328 -63
528 725 -939
422 635 -368
251 905 696
760 614 -570
386 720 -502
69 459 -224
827 548 389
10 346 600
742 175 940
2 270 57
846 90 -587
365 323 293
389 431 411
940 439 885
242 440 -77
428 775 -799
589 477 -13
61 82 156
712 613 346
427 382 -989
59 152 268
228 400 354
481 955 361
101 807 923
509 637 410
302 6 -95
370 130 -629
166 812 434
488 637 -359
776 593 314
389 635 21
8 103 397
44 358 -880
303 852 798
685 595 295
863 845 811
341 800 190
343 704 812
195 307 149
729 844 908
140 870 64
871 231 -178
961 687 -739
900 687 182
83 333 -591
931 400 -209
278 849 940
57 24 18
512 465 893
267 815 -889
737 948 329
347 844 193
555 409 -20
223 450 403
898 926 -521
417 640 677
596 386 -61
351 966 -501
729 229 -811
373 293 -826
89 564 -248
758 29 -75
54 853 -241
688 901 387
610 691 56
553 663 -968
35 270 -158
323 741 -747
257 599 -483
303 123 -215
911 275 126
346 620 787
713 474 856
670 526 677
834 461 -809
878 77 877
67 905 697
367 487 -905
413 250 -903
498 862 964
406 130 -485
892 159 -784
98 53 58
58 616 186
879 303 -596
497 836 -830
608 167 484
958 263 917
19 927 -763
457 329 -988
565 939 -937
340 457 564
574 745 -765
2 907 291
82 144 -488
957 666 -210
531 636 717
903 110 -499
764 159 174
728 699 616
580 597 -75
535 8 174
366 663 -203
344 656 -896
203 546 -452
667 359 217
550 201 57
719 378 -964
562 309 980
176 816 592
534 779 -770
76 675 -693
619 109 863
905 424 -295
468 660 24
474 266 -603
799 321 198
799 278 666
889 16 -927
901 313 75
727 113 674
526 818 -655
191 77 -478
235 448 665
342 850 262
385 87 -846
37 446 357
565 603 -270
171 721 400
777 825 -628
311 918 777
418 479 -895
326 377 -383
634 675 -432
789 319 -306
53 155 362
32 562 -268
835 414 -523
716 857 -380
376 576 504
513 458 189
180 38 746
469 180 176
913 10 -873
45 870 84
482 274 385
955 855 -542
802 828 -868
715 413 -360
540 516 -415
246 545 -739
471 577 599
943 237 -403
170 143 224
339 450 333
684 732 351
449 903 672
157 504 582
449 551 188
121 309 928
234 419 543
855 534 -301
26 539 395
306 211 -350
595 547 420
192 658 -955
288 384 -908
876 636 -107
770 104 -8
599 464 -888
185 498 343
391 304 -536
335 124 -855
178 20 994
126 940 651
321 878 -740
760 34 261
862 658 -956
426 381 -560
706 772 414
731 135 -834
820 144 -781
767 678 701
81 95 126
431 803 -911
439 900 221
955 122 -482
808 569 978
592 324 266
324 21 360
859 495 254
85 658 605
823 834 686
921 34 247
951 47 132
261 156 761
338 329 473
880 431 16
645 166 448
133 352 468
934 673 -253
755 517 -38
928 268 914
832 857 24
287 506 -431
89 608 -58
80 513 -765
63 703 -645
233 377 73
284 792 221
20 755 650
405 372 257
745 248 268
546 348 -109
545 598 731
430 245 986
817 784 297
530 88 -609
371 73 726
140 136 -5
537 20 -311
722 742 639
483 123 -83
554 514 730
675 22 518
251 291 871
378 491 -171
339 682 -21
879 585 644
520 251 716
851 781 -138
845 672 106
222 823 809
160 537 -407
370 850 -779
700 399 -589
691 647 -19
286 182 -452
631 362 -176
888 498 -503
186 569 26
60 346 -36
927 541 841
13 717 244
704 598 -735
184 630 806
104 212 -919
553 922 -779
694 527 -89
172 530 75
422 133 36
770 519 -442
409 732 -202
647 544 -713
440 35 327
663 162 -78
405 851 874
713 656 493
286 860 -432
74 24 -544
192 107 677
869 478 836
564 536 472
782 789 716
273 652 391
907 394 -633
389 745 -172
609 698 -821
545 238 -252
88 221 683
748 850 -92
155 561 367
42 295 -929
726 103 -249
685 430 754
83 454 -127
37 318 221
210 506 -654
457 99 -290
725 418 364
702 719 746
964 899 152
203 640 -551
727 866 -866
419 293 820
767 794 -780
445 492 -894
952 213 -259
437 297 -115
417 235 -792
736 408 298
31 162 172
79 566 -235
37 921 471
738 570 127
614 632 667
712 132 -244
253 426 402
253 120 -238
194 5 693
585 811 -334
17 58 787
789 727 805
931 564 613
687 128 471
351 175 -23
786 288 -407
770 307 727
399 965 885
198 815 -284
152 848 -376
372 345 418
421 39 -864
891 181 -998
87 704 -771
900 627 843
533 381 413
639 102 -759
451 747 -181
121 268 935
174 742 -157
122 57 -495
8 120 -951
5 949 -947
258 704 -514
222 538 102
715 660 753
339 366 -934
192 190 876
888 439 -902
94 623 -535
879 22 904
260 258 -60
737 20 -874
811 784 727
829 64 -605
520 288 980
404 435 787
112 159 -358
30 91 -354
169 51 -25
355 538 556
436 89 929
820 230 -86
837 194 -86
390 451 -716
304 830 -58
526 735 418
920 139 834
167 971 -776
214 326 175
489 885 460
786 712 752
447 794 -384
78 46 728
206 41 -661
377 804 -898
244 324 752
56 724 -395
644 819 -520
883 935 208
719 44 -430
581 917 528
407 842 -626
68 267 -363
400 844 805
834 45 -982
291 613 759
773 327 -620
117 790 -686
146 228 -455
917 856 -569
284 260 -385
334 257 434
663 178 746
97 121 346
861 671 -627
710 760 -424
722 70 -510
466 382 19
277 731 641
502 687 570
600 863 1000
408 466 688
104 76 -206
89 643 -353
896 179 845
464 834 -75
568 404 -666
631 531 -972
841 753 751
944 88 -132
515 945 -917
555 249 706
5 78 383
447 75 -92
379 181 348
176 766 -431
209 465 -667
305 467 489
119 636 -168
778 107 -829
464 180 79
810 329 -980
884 47 -195
194 351 289
22 167 969
586 182 -93
323 665 77
849 64 -299
818 193 -584
659 117 -582
49 228 590
104 368 -255
148 777 256
47 379 999
562 399 184
445 425 94
274 520 909
249 718 172
390 429 -383
5 348 -145
919 505 149
16 65 965
747 612 296
899 341 -735
766 782 -884
52 509 941
788 224 -437
4 272 -772
157 807 785
179 301 825
273 762 704
504 751 185
355 79 -210
189 65 469
402 891 -597
273 924 -974
329 962 29
2 801 -329
710 304 782
238 871 -920
799 340 547
521 108 512
69 843 -496
950 90 706
518 360 885
603 907 877
319 129 -256
170 63 -368
918 864 207
386 886 791
726 251 -19
690 287 -103
558 89 650
649 390 -317
522 297 11
249 626 860
631 969 978
910 349 769
258 118 -621
853 695 467
521 427 324
851 451 875
362 341 -102
82 599 -613
411 565 -803
179 413 -661
719 504 123
751 638 164
563 486 546
428 126 -19
225 614 -947
368 227 384
260 417 229
33 262 -476
821 449 410
835 531 87
352 20 -448
70 23 606
120 626 -481
142 300 -350
152 508 -94
401 479 756
796 718 -961
827 694 -117
550 295 912
907 552 -421
542 460 -789
852 24 223
298 867 -995
923 828 867
521 878 -216
77 330 -98
626 322 432
162 918 -431
559 849 -264
713 858 970
807 39 339
91 450 538
792 254 -157
942 927 792
936 188 488
795 682 568
714 423 -639
104 735 -234
54 108 330
128 498 -891
32 687 140
180 30 737
181 957 474
347 808 -30
648 86 -772
543 317 153
170 688 841
69 847 820
722 82 -166
414 306 672
698 539 -854
330 453 118
291 500 731
651 696 -982
919 753 995
576 544 513
2 616 -520
684 711 558
29 942 -373
300 280 572
4 241 560
945 259 838
725 871 -992
660 731 -916
965 568 -409
855 356 -364
65 583 -520
243 193 -747
777 946 -985
828 35 636
293 54 -454
71 738 -369
435 55 61
748 845 79
171 242 -921
946 434 -81
389 754 -892
651 785 -133
865 711 818
104 187 -788
258 648 784
932 945 332
535 832 -557
934 526 -186
493 596 893
805 855 -148
926 746 465
346 59 723
757 29 754
882 520 -916
167 743 -89
511 749 -773
954 893 -716
439 881 243
894 835 -529
227 486 18
766 196 430
274 891 -810
582 945 -28
129 624 38
117 747 -444
846 268 720
850 611 -133
762 930 413
511 763 152
299 191 105
654 875 -782
291 716 941
241 136 122
342 24 423
689 625 900
861 374 476
64 125 303
458 556 368
124 675 -882
751 149 289
401 131 -421
928 109 856
729 407 -782
870 750 -565
801 7 -28
464 762 18
529 295 25
671 333 -178
308 493 -168
479 51 721
305 824 -946
635 841 -873
641 407 511
724 608 493
283 531 -827
224 576 -588
189 948 489
841 547 -549
754 862 47
131 609 520
86 682 572
692 928 82
368 706 450
227 808 -10
214 162 46
135 364 -335
665 411 -433
463 606 17
275 253 -263
557 133 -189
60 404 -345
792 957 546
685 848 -702
248 774 326
823 527 -433
642 940 -251
940 275 -715
385 829 -971
93 766 -203
672 893 781
111 384 517
168 905 832
893 712 160
848 582 320
676 747 -534
763 281 712
395 596 -423
811 427 -309
375 371 -427
718 464 14
185 340 270
361 166 -365
897 136 843
827 14 -710
524 964 -527
540 362 -104
572 593 -777
203 214 628
54 970 -465
187 652 -134
324 145 456
99 80 -678
506 182 349
281 797 818
406 17 -56
29 704 945
798 505 150
389 283 536
353 783 -791
774 674 -92
530 597 -692
145 90 765
177 533 -346
702 429 -452
612 464 -550
467 344 262
138 261 -825
840 319 877
557 484 -480
83 35 -561
343 330 971
968 996
434 447 649
629 818 -204
815 863 750
746 664 737
543 782 649
73 650 184
520 717 1000
425 891 453
720 861 -2
804 486 262
116 392 -665
739 300 685
480 244 769
416 47 686
785 286 64
61 777 -2
657 701 -852
217 772 963
447 466 474
927 933 -836
268 962 60
102 614 163
511 578 -263
191 195 787
836 655 369
957 781 163
632 475 -336
539 474 -510
474 903 711
386 245 -233
355 939 666
455 856 -555
49 658 -59
671 127 -211
538 90 -471
14 634 158
847 840 972
24 33 -489
458 392 696
464 474 -643
461 31 -758
238 906 -762
831 911 673
255 897 -720
270 460 907
470 492 517
427 39 -426
75 607 -377
12 61 -583
305 157 -734
280 490 -852
367 135 -855
155 843 894
927 766 522
212 351 -467
513 604 -534
409 308 -712
889 723 956
875 855 -436
47 437 -928
775 918 616
255 91 788
684 481 603
897 340 -160
332 522 -288
427 665 -909
926 222 456
650 692 763
127 137 202
927 452 806
151 51 -496
261 939 795
601 910 -993
349 946 -387
847 546 -602
360 83 -69
134 27 -361
957 268 -618
93 41 -503
250 726 -948
118 529 -213
64 561 -944
814 110 308
852 492 335
506 167 331
33 382 874
397 816 1
11 93 -408
404 136 169
569 397 724
712 364 -469
953 13 201
942 676 -716
703 798 930
501 354 -545
958 658 -311
41 630 905
877 81 118
686 864 -626
175 580 -562
802 646 235
458 357 -575
344 657 -294
846 99 -799
377 433 -269
539 876 62
743 316 -105
671 776 237
550 602 873
294 218 -78
830 624 -284
18 901 219
731 23 989
783 24 -423
880 603 -248
543 848 933
337 373 981
92 747 -513
831 394 -210
606 64 -970
463 770 -136
614 251 309
33 838 456
908 310 -544
386 82 823
738 196 -640
926 868 148
589 776 -459
788 575 26
557 908 -145
753 152 219
167 369 -37
663 350 702
271 654 -30
344 886 -61
314 3 544
570 247 -526
820 268 624
99 73 125
898 380 -720
280 928 706
923 930 -866
390 321 -840
909 416 -57
961 494 -460
922 153 -486
322 880 689
342 78 -992
99 435 763
568 146 320
566 759 -652
409 788 736
953 564 123
169 550 -588
685 381 -658
613 464 326
894 529 -706
813 964 -219
213 425 -117
682 50 367
824 642 -537
201 140 -541
173 94 -656
737 448 -499
696 22 409
633 544 -191
155 486 -314
75 673 417
345 528 -234
392 131 124
514 438 146
305 383 159
121 70 -553
249 266 -318
733 531 739
193 733 -973
947 511 809
227 934 251
14 968 -181
349 297 -593
624 50 -263
611 627 95
576 886 -984
298 181 440
110 232 690
306 399 34
447 309 671
648 173 -263
75 278 -590
544 541 -25
565 188 368
520 845 637
786 906 238
961 493 -559
808 682 679
392 697 330
759 311 417
269 705 451
927 83 880
888 16 510
883 206 -922
786 860 -258
694 774 -17
818 582 -980
377 548 -780
414 47 -939
382 222 -876
768 910 928
914 879 -230
219 4 -108
894 833 -451
514 83 794
499 441 -790
775 847 453
9 541 -410
648 356 593
10 283 815
48 700 -234
126 686 890
735 859 329
477 233 -372
436 556 432
732 881 793
939 912 -352
546 843 -190
268 835 17
319 57 -179
111 254 206
646 17 968
360 181 980
964 607 148
934 80 755
10 64 -156
505 650 -841
266 209 -656
673 871 -90
252 687 -506
883 733 667
546 630 800
145 524 536
162 880 -264
915 452 984
498 49 676
697 70 892
29 88 -579
843 369 510
69 656 -618
667 245 -232
742 174 -917
258 502 -674
425 768 -302
8 241 -305
927 893 -89
2 376 9
394 453 -517
432 456 539
756 486 330
180 522 -35
213 351 -720
218 711 -107
8 968 -37
713 729 -985
888 486 525
403 291 -822
240 465 -962
148 299 309
822 254 -710
360 437 939
334 827 487
227 411 789
432 371 825
223 729 705
636 581 -439
505 98 397
325 948 434
358 264 -539
681 884 -257
325 752 -159
164 45 934
512 205 -783
736 916 -959
475 235 848
409 525 457
228 731 764
910 486 -26
103 651 73
303 158 -727
632 872 109
710 848 616
180 696 454
80 83 -226
533 361 38
626 429 -213
881 735 413
358 906 -293
824 258 -627
596 749 779
16 657 -445
697 222 -352
563 963 44
519 466 -324
739 581 -190
241 873 38
425 464 -953
210 36 554
376 831 895
154 891 612
217 721 460
495 764 629
766 479 501
651 531 345
405 272 899
111 541 694
852 282 569
690 525 -520
384 443 -325
35 78 655
683 640 -745
502 662 -70
215 948 992
410 690 759
555 255 216
49 915 -109
383 656 -346
736 933 -395
26 647 -400
277 954 578
258 958 90
169 601 -924
388 65 316
722 162 -508
912 669 201
645 614 -145
656 821 162
736 500 62
801 690 -341
909 189 -309
558 549 -217
436 25 147
618 168 -805
807 830 -193
926 751 328
81 287 648
