811 931
315 285 185
121 20 750
621 495 -192
187 106 -764
564 576 -482
442 734 -29
638 110 -764
16 487 -400
59 589 -74
633 656 -162
79 246 58
760 810 594
721 448 -788
211 122 702
256 517 -573
291 373 -47
762 267 684
319 42 542
311 580 -172
652 188 -884
332 333 113
120 727 -114
271 217 980
796 624 80
396 92 -378
492 385 -84
201 221 -370
302 139 -283
245 187 -151
534 582 -981
22 772 958
314 737 103
698 747 -637
777 480 -94
24 508 304
145 670 902
778 379 85
443 801 985
15 696 969
314 16 -860
279 91 -764
191 797 -433
794 483 914
470 677 214
456 536 -875
665 629 412
724 51 -999
592 58 -401
582 240 684
371 194 67
411 535 517
532 590 -90
123 459 -4
170 425 508
198 163 -504
664 520 384
192 368 649
167 166 928
160 807 870
663 255 -274
306 185 -751
801 696 -676
73 475 -237
742 631 -620
535 336 -895
607 20 712
805 40 590
452 523 -935
255 522 907
655 221 -876
89 766 28
188 478 551
100 420 -501
90 716 706
175 284 632
446 784 238
38 532 337
552 691 -643
757 760 127
131 734 -792
173 465 -464
61 202 121
741 512 390
322 463 195
521 442 -996
467 183 356
236 29 -134
698 419 896
72 777 387
301 617 -857
116 773 -919
746 318 -857
289 727 615
592 144 980
107 243 616
179 177 -41
543 771 262
440 521 -402
505 313 -60
682 671 508
92 152 152
393 655 953
587 746 859
267 265 316
50 595 -177
588 296 802
135 20 704
404 128 558
128 530 313
543 408 -133
587 797 614
611 340 941
224 395 936
152 107 722
606 427 826
63 744 613
400 439 -581
66 189 -386
769 97 522
469 547 -494
407 655 471
718 664 -972
149 588 849
565 624 -252
4 534 643
517 38 204
571 583 766
723 405 203
198 211 -249
689 325 667
568 226 -292
455 511 722
403 154 -67
18 438 -227
337 617 64
540 17 404
567 290 17
703 725 585
772 780 -916
538 639 888
99 497 -144
306 766 -64
322 766 426
761 780 370
316 52 292
482 652 -757
477 167 40
754 292 671
583 669 623
779 374 617
480 254 619
94 787 149
621 137 953
20 142 -200
83 422 -103
244 790 935
508 681 137
434 284 -827
361 74 -271
415 92 936
751 613 -352
306 258 926
83 509 849
489 770 -399
153 382 -895
86 195 -59
681 677 -905
318 49 -283
582 19 317
203 82 -375
458 535 80
353 606 331
759 614 839
602 767 490
713 544 914
106 725 772
222 145 620
272 124 742
359 494 -818
36 122 231
408 389 107
611 507 -983
132 391 -250
120 552 364
198 207 342
408 427 447
38 187 716
58 20 -853
562 764 272
507 379 839
701 213 728
526 328 -814
620 384 -39
532 116 -561
261 412 -427
487 141 -173
67 736 873
199 396 72
172 15 -692
187 140 765
137 383 -581
206 452 -862
695 142 238
152 732 890
125 5 147
486 163 592
611 784 667
404 209 -39
463 82 -78
507 142 -515
580 334 121
541 669 -172
216 54 -737
393 298 992
713 343 400
396 12 239
650 526 604
792 18 51
344 39 767
518 421 974
589 265 -704
386 629 821
802 679 441
652 382 361
645 457 -355
293 806 533
696 798 737
67 576 -343
716 682 -851
153 694 827
131 76 -48
228 488 -826
366 635 812
794 731 199
242 586 707
60 807 -705
238 491 -216
294 741 40
153 135 867
318 85 913
125 114 441
354 503 651
406 316 258
446 277 -162
783 698 465
500 795 -349
370 295 -614
620 70 414
264 425 589
672 233 268
435 195 -990
261 597 -869
661 502 -898
350 205 180
504 326 -32
764 727 -998
167 245 -663
595 693 -266
279 25 -967
781 342 -851
502 137 -684
211 571 530
269 581 -640
229 64 -986
17 401 -873
179 568 -115
564 236 939
256 274 -8
127 50 -356
334 245 -37
695 132 807
771 654 -602
71 269 918
679 154 470
802 237 -100
141 266 526
501 285 8
737 676 628
685 699 774
510 200 811
644 515 792
291 127 -495
93 643 394
445 789 726
424 741 -481
207 432 -490
533 674 733
512 90 -497
811 266 190
571 780 -697
697 206 445
763 107 -681
309 17 174
440 209 -414
369 339 775
695 85 -999
566 591 -735
100 531 -340
682 151 -684
366 666 -171
720 604 410
369 100 -950
329 448 91
728 752 94
323 147 315
677 806 62
95 190 143
750 471 6
732 758 496
552 283 -497
782 392 90
802 698 761
309 572 -406
210 778 -484
384 566 -349
136 426 21
232 771 899
48 343 714
221 263 -440
770 561 -432
760 431 299
560 534 -879
421 702 -318
359 598 588
759 618 197
556 464 77
342 111 985
469 447 -606
30 649 -682
45 463 -724
395 236 46
744 91 315
87 169 878
411 647 -280
462 379 -219
440 697 359
580 703 -785
466 187 -434
87 126 -525
738 233 841
338 132 -769
676 431 807
21 359 -654
124 424 -823
607 5 744
648 415 855
265 659 970
555 490 552
335 512 -854
772 217 -471
714 490 626
621 418 -108
123 187 -404
265 523 -164
563 618 617
280 342 580
52 8 -317
70 676 784
765 249 497
514 483 -955
668 587 -367
55 542 284
335 197 -162
388 696 -712
23 541 -745
324 713 -550
94 669 546
98 104 -990
630 576 151
583 150 361
471 83 780
481 381 -754
263 113 61
189 709 753
134 402 -381
175 610 -291
461 201 405
740 482 475
186 445 575
111 264 173
650 496 261
80 717 64
645 527 444
658 736 -357
303 9 413
603 179 283
377 71 -861
389 274 891
447 132 -436
390 277 -257
609 82 951
753 58 362
334 15 214
702 189 -353
132 427 950
606 628 570
637 223 -199
163 354 118
150 778 -28
421 312 -114
480 365 -821
5 633 -413
617 47 -440
27 110 295
74 570 744
799 592 -962
267 344 209
260 353 866
533 647 909
763 247 -812
480 125 628
17 399 317
714 562 417
507 795 -528
304 681 671
156 232 -621
32 640 -596
223 732 -561
781 708 -544
326 354 289
326 379 -371
65 180 -923
659 97 141
158 649 500
278 13 -125
403 187 -923
413 113 910
492 347 -116
510 626 39
351 555 -69
684 277 67
725 663 667
691 53 675
279 678 -211
187 95 960
682 173 630
668 291 -684
451 83 -176
57 136 -190
556 101 -298
620 529 968
4 83 815
631 665 -241
135 121 752
22 107 -643
329 57 -380
72 249 -662
654 684 -739
480 501 219
319 621 -237
166 569 -693
124 307 125
400 546 840
587 468 759
227 176 36
726 757 -756
458 129 383
277 799 791
377 689 830
518 705 692
625 46 -504
508 82 -356
336 665 431
676 739 514
751 199 -138
616 649 -357
478 743 -725
406 93 416
348 342 -432
258 480 -422
347 387 -788
690 327 -572
139 439 -825
58 400 884
171 558 -594
311 775 422
614 798 951
333 788 357
400 127 37
42 549 -180
208 244 488
413 518 -359
9 85 904
594 14 976
511 612 640
503 100 -543
791 760 916
734 769 -114
578 693 -702
285 717 -818
73 304 -156
34 249 779
631 519 34
412 685 -222
123 154 696
209 401 631
261 519 -788
443 425 -210
267 14 665
730 455 -706
295 180 581
90 593 723
112 52 706
206 674 479
384 652 -996
490 261 -233
19 746 502
464 778 -568
473 277 685
74 258 981
150 91 -115
324 208 -114
702 344 498
779 401 94
112 402 -551
710 742 549
490 517 487
174 304 -558
561 213 668
444 279 133
682 167 -340
16 190 400
